a,e,i,per,q,ad,H,category,kmeans_cluster,pca_1,pca_2
2.642642531230821,0.1748495452033681,3.068004667134736,1569.119636588626,2.180577686510035,3.104707375951608,7.34,neos,0,-0.6731639553050872,-1.381703209582243
2.742382283362714,0.1509405608091225,6.951279098474481,1658.786219361409,2.328445563558944,3.156319003166484,8.49,neos,0,-0.5738868287555509,-1.0873216503788974
2.769926389939219,0.1124359205478286,10.36979395594687,1683.839793488357,2.458487166436679,3.081365613441758,5.97,neos,0,-0.5712956469028264,-2.016636932558727
2.266957720609837,0.0460364252171486,4.255907801517456,1246.704587646471,2.162595091034544,2.371320350185129,6.55,neos,0,-1.1163331427029939,-2.270646143264832
2.769885953210752,0.2708132034211078,15.72196429352412,1683.802921358329,2.01976426511062,3.520007641310885,7.58,neos,0,-0.1419256162612829,-0.408810529750586
2.442442018095121,0.2219134584003149,8.511297461180975,1394.231276216958,1.900431262917388,2.984452773272853,7.71,neos,0,-0.5731607293682899,-0.7886575207507754
2.202866215338229,0.1683731805126217,3.470739337173189,1194.20974387199,1.83196262441793,2.573769806258528,7.95,neos,0,-0.9192528731216937,-1.1153534188341092
2.422228600879377,0.1496908565297628,3.71220736076733,1376.959347543861,2.059643126902854,2.7848140748559,6.75,neos,0,-0.8347999873361027,-1.6453563786958894
2.720003464818397,0.0827964476536887,6.605461053513909,1638.523267045966,2.494796840325709,2.945210089311086,7.77,neos,0,-0.7294889014088738,-1.72771545674332
2.525782039576306,0.1720221862947149,2.3513834989797,1466.196684018495,2.091291491024466,2.960272588128146,8.51,neos,0,-0.7537837495883337,-1.0273190944046302
2.883939189715127,0.1321169036596021,4.965975081030472,1788.865032625954,2.502922073627383,3.264956305802872,8.17,neos,0,-0.5744173160919718,-1.3904236079723586
3.112253219507846,0.0664038574868625,6.558455941645732,2005.445269541814,2.905587600256618,3.318918838759074,7.12,neos,0,-0.5395692621351966,-2.13476988402026
3.098676333631447,0.2215719620224083,3.20160278355771,1992.336767358212,2.412096538716324,3.785256128546569,8.0,neos,0,-0.32124513539946997,-0.9942810655662382
2.651607557393675,0.2846695735557379,2.838922065586131,1577.111138796856,1.896775564793246,3.406439549994105,9.44,neos,0,-0.4492888525737953,-0.0747440441926915
2.365535672496891,0.0659196257361437,9.972902725806152,1328.901156341038,2.209600446300398,2.521470898693383,7.73,neos,0,-0.8917500152120149,-1.656062290831365
3.091661553003407,0.1118220513775756,7.480934845899279,1985.57522246018,2.745945615981385,3.43737749002543,6.65,neos,0,-0.4476924996983228,-1.9703471157738415
2.619007725935716,0.2029112906916681,5.181375423552082,1548.116346030007,2.087581487934649,3.150433963936782,8.9,neos,0,-0.5784297200908547,-0.6647578912036243
2.714411889119559,0.1972818112850479,11.81106067895807,1633.473337815206,2.178907795060384,3.249915983178735,7.96,neos,0,-0.397563168430516,-0.8313986408852306
2.758167595467737,0.1450489798203273,7.17603009459399,1673.128914448255,2.358098199571656,3.158236991363817,7.84,neos,0,-0.5747130674376321,-1.3225596826315658
2.596713070116512,0.236991165946343,8.081610676652033,1528.390651783783,1.981315012001492,3.212111128231533,8.54,neos,0,-0.4635555368546705,-0.4866562816656972
3.155334156606777,0.108211345092042,15.23284232722388,2047.229188763418,2.813891203305494,3.49677710990806,6.94,neos,0,-0.24910653493991947,-1.7069481482636562
2.699993682934898,0.0455996740682376,5.071779910666768,1620.475797190382,2.576874851006766,2.82311251486303,9.02,neos,0,-0.8399757798745705,-1.601590210829005
2.714136971573018,0.11674746769232,8.647451648710241,1633.225185104796,2.397268353171766,3.03100558997427,8.1,neos,0,-0.6213463868699647,-1.3622416734316936
2.392345859566599,0.1845001821909729,3.600489026836625,1351.557027692514,1.950957612612742,2.833734106520457,8.64,neos,0,-0.776006857415374,-0.8464875705152283
2.985458351290684,0.163965391604857,18.20454499545789,1884.147733573529,2.495946503601316,3.474970198980051,7.74,neos,0,-0.17203130194624,-0.9921343874699339
3.130177746819896,0.1680627615769112,2.236788521493183,2022.795255384264,2.60411143046275,3.656244063177041,8.91,neos,0,-0.4211954010967329,-1.0752725126728657
2.394915736266514,0.1282280746432599,5.772917366634209,1353.73539218619,2.087820302472214,2.702011170060814,7.13,neos,0,-0.8459817482507475,-1.5926417331708835
2.681352096428327,0.126391259708651,1.305758960757838,1603.722403629304,2.342452627238318,3.020251565618335,7.74,neos,0,-0.7815737126904376,-1.6080767998485574
3.409347712709905,0.1273795506057934,3.563705068668063,2299.351525312499,2.975066533206028,3.843628892213782,6.83,neos,0,-0.31942218873954004,-2.005832846660749
2.646445805651756,0.172229060106,3.043548795192541,1572.50825566645,2.190650931922888,3.102240679380624,9.48,neos,0,-0.6660948630655901,-0.7348294521359072
2.423476205042874,0.1849582666642151,6.024279050912142,1378.02331900556,1.975234246856174,2.871718163229574,8.38,neos,0,-0.7067421658849258,-0.8654935524245204
2.782427082562033,0.1843252084543062,7.960989986970052,1695.251411505654,2.269555630559879,3.295298534564187,6.9,neos,0,-0.4728818544153448,-1.3602246269712848
2.978267376856678,0.1692845282536818,8.584319102076853,1877.344408268368,2.474092788952165,3.48244196476119,7.21,neos,0,-0.37633989595659606,-1.3853501944421787
2.613417536200549,0.1829741305091805,11.59682997564075,1543.16238332524,2.135229734856809,3.091605337544289,8.17,neos,0,-0.4854142974932387,-0.8349202688555509
2.75462316172581,0.1769567780988541,23.24270907202852,1669.904823403862,2.267173922150332,3.242072401301288,7.24,neos,0,-0.17100376299922093,-0.8750285213223071
2.266046393401309,0.1214213872472296,5.418096199455462,1245.952891920873,1.990899896747941,2.541192890054678,9.07,neos,0,-0.9297743487982009,-1.0084853823272255
2.663998224529094,0.0422583454708874,2.369628643221749,1588.178540222677,2.551422067223112,2.776574381835076,9.06,neos,0,-0.9253078163086945,-1.6734740072579677
2.780333539218704,0.2362803465204849,4.071944730136553,1693.338469393248,2.123395367129582,3.437271711307825,8.93,neos,0,-0.4477570470164637,-0.5202979065870995
2.674818344831163,0.3045004658104281,4.989950200684827,1597.864199850066,1.860334912871796,3.489301776790531,9.23,neos,0,-0.35262491474587865,0.03394897496729589
3.409316984919045,0.1676000336396103,2.123193570072097,2299.320439967351,2.837915343558518,3.980718626279572,8.01,neos,0,-0.2697369471602921,-1.4280188390052824
2.667844213308623,0.1336422006985404,2.421042292152376,1591.619038502654,2.311307641521192,3.024380785096053,8.59,neos,0,-0.7468568445236456,-1.2665124550969922
2.622579822853921,0.203436773820881,8.678101217129829,1551.284668193575,2.089050644604782,3.156109001103061,8.3,neos,0,-0.5028561338048194,-0.7530532368566737
2.444104024705698,0.1910967910002834,4.6130716525439,1395.654615482766,1.977043588713562,2.911164460697834,7.78,neos,0,-0.716648810219014,-1.0584081359173991
2.295788953999885,0.1995691000892758,8.676996797741367,1270.563484846666,1.837620418455228,2.753957489544542,8.05,neos,0,-0.6929842394902385,-0.7785339028802318
2.851576950136814,0.211877094257168,7.8013055614968,1758.838932136122,2.247393111891109,3.455760788382519,8.69,neos,0,-0.3756551690104732,-0.6573867619423902
2.762482104494181,0.2209749417932872,2.826058967409842,1677.056278443996,2.152042782248582,3.37292142673978,8.26,neos,0,-0.517466124273517,-0.8512765580198897
2.431949455789768,0.082919643763161,4.966505757995803,1385.256650124423,2.230293073265667,2.633605838313868,8.74,neos,0,-0.923748947915763,-1.3953219035123838
2.36262454297685,0.235541179412834,9.313502523640182,1326.44880719519,1.806129171614375,2.919119914339325,9.32,neos,0,-0.5650280468721641,-0.1676913739756041
2.653372904188487,0.1932075242483628,11.96036637078856,1578.686378370866,2.140721294462541,3.166024513914433,7.94,neos,0,-0.43645874662857176,-0.8439658176579771
3.106138768248012,0.2171589255062714,4.822251008461851,1999.53821194308,2.431613010861901,3.780664525634124,8.7,neos,0,-0.2869591493746434,-0.7615620216198118
3.479608590586146,0.0941552434895862,10.87970817458185,2370.795086205,3.151985196491052,3.807231984681241,6.94,neos,0,-0.18203063295066277,-1.997266551821406
2.768742238934061,0.1645371105232138,5.226402452160223,1682.760139815375,2.313181391156276,3.224303086711845,7.25,neos,0,-0.5761159279104089,-1.443273936540047
2.551271374323356,0.1838954026050606,16.12261371260191,1488.447123790605,2.082104297787396,3.020438450859315,6.37,neos,0,-0.42946650330665076,-1.2497305174234306
3.142662451923577,0.1719052653555179,2.205562413382101,2034.909184188684,2.602422229202833,3.682902674644323,8.43,neos,0,-0.40986965043446677,-1.2044274994559376
2.589042343523471,0.1077635393106201,2.102889904048635,1521.623324714747,2.31003797716032,2.868046709886622,9.13,neos,0,-0.8460106850759905,-1.2439293134012264
3.18489013092455,0.1049890447641246,9.923257643286894,2076.060997353936,2.850511558400093,3.519268703449006,6.71,neos,0,-0.35399862962506456,-1.951010959480349
2.753369835170727,0.1427189997596944,8.53881546208718,1668.765267545023,2.360411646326646,3.146328024014808,7.9,neos,0,-0.5521995958078583,-1.2796337374910967
3.154446707144977,0.0958329046565537,7.971470438139389,2046.365563264843,2.852146916614973,3.456746497674982,7.72,neos,0,-0.4260055343099742,-1.739534418376022
3.063615334189108,0.1528155625683748,13.01021293955648,1958.61816853595,2.5954472334019,3.531783434976317,7.97,neos,0,-0.25993364735861124,-1.1502136956687317
3.049442667826736,0.1420750375015579,15.98339163793423,1945.042681710063,2.616192986436402,3.482692349217071,7.67,neos,0,-0.22569235884317287,-1.2245775427728198
2.667883456898409,0.2577415959955756,11.7762601546597,1591.65415734919,1.98025891678722,3.355507997009598,7.8,neos,0,-0.30770503330437105,-0.5056751284503515
2.686243603784905,0.1878291098589513,15.57785347156526,1608.112835903836,2.181688858821685,3.190798348748125,8.96,neos,0,-0.3453571103673701,-0.4686539575418142
2.663518127156643,0.1977053185075252,13.86379927699496,1587.749234761919,2.136926427476572,3.190109826836715,9.47,neos,0,-0.37339444147997625,-0.2921763097404031
3.090043407720224,0.1679921210508503,6.430746204196873,1984.016580602543,2.570940461518106,3.609146353922343,7.75,neos,0,-0.3592749198794381,-1.311444086004208
2.583557672565428,0.1405820248219806,10.19186242211492,1516.790737570751,2.220355903711817,2.946759441419039,8.39,neos,0,-0.6140507114092126,-1.0533749558471939
2.662395015351465,0.2508431413387235,5.174092336800525,1586.745093717653,1.994551486216145,3.330238544486786,9.47,neos,0,-0.45848568289373337,-0.20830909352357532
2.704546529174139,0.0801521031782923,5.421477821216591,1624.576299254853,2.487771436717281,2.921321621630997,7.74,neos,0,-0.7691603466882584,-1.7813609924752025
3.143032184304134,0.1623708355348964,2.78980127173107,2035.268303545433,2.632695422425601,3.653368946182666,8.54,neos,0,-0.4145403165185159,-1.213217543175388
2.372852260694922,0.1790429387382318,21.45376807500143,1335.071346716049,1.948009818748447,2.797694702641399,8.75,neos,0,-0.41146274359128676,-0.35222121120445243
3.182715736914223,0.1589516812674234,4.575347116378887,2073.935302034896,2.676817719535421,3.688613754293026,7.77,neos,0,-0.36363348841518744,-1.4341707299645847
3.489103549669818,0.065764167190195,10.00086455461452,2380.505640362432,3.259645560485429,3.718561538854208,7.11,neos,0,-0.2473552823271464,-2.148704886361904
3.23163251426437,0.0631409696282695,4.20977884246738,2121.931600036728,3.027584103831475,3.435680924697264,7.96,neos,0,-0.523101941975705,-1.990383407571076
2.693916490754636,0.30061287363054,7.844791558717733,1615.007784795639,1.884090513148185,3.503742468361088,8.98,neos,0,-0.28928163170910703,0.006965847823417716
2.733232994439541,0.0792773385018494,5.959391007763632,1650.491944119337,2.516549557134934,2.949916431744148,7.84,neos,0,-0.7423483184103703,-1.7484539013384566
2.5930965758619,0.1033801888203428,4.932334553781875,1525.198833389277,2.325021762219913,2.861171389503888,8.22,neos,0,-0.795640274803025,-1.4764935163888542
2.433937044359203,0.1279987615541132,2.59689409166657,1386.955215092634,2.122396116980547,2.74547797173786,9.77,neos,0,-0.880084098105436,-0.8710999133496447
2.376227310544619,0.0860519779002868,5.042312318958817,1337.920787223227,2.171748250531575,2.580706370557662,8.54,neos,0,-0.9484706398037491,-1.422080550919855
2.675376693744064,0.1388286903963236,4.945585065367087,1598.364539787543,2.30395765103473,3.046795736453399,8.47,neos,0,-0.6786004467847263,-1.2052451372147817
2.380307979155576,0.1924084443974805,11.58661633437344,1341.368661042848,1.922316623699341,2.838299334611811,7.76,neos,0,-0.5989587274488889,-0.8512533225752043
2.769236441931003,0.1383098146209505,3.56143759579521,1683.210702999656,2.386223863005946,3.152249020856061,7.78,neos,0,-0.6598327417722171,-1.4836547792715111
2.991799551111638,0.0230191282402808,14.92164166583279,1890.153896429685,2.922930933575385,3.060668168647892,8.15,neos,0,-0.5062483170554247,-1.820150973287889
2.43784386449466,0.1634267261963423,7.747204634743676,1390.295949641429,2.039435022742458,2.836252706246861,8.93,neos,0,-0.7011548898352936,-0.7799265085237996
2.580498719791892,0.0820100900230438,5.787177286302328,1514.097696716112,2.36887178747741,2.792125652106375,8.34,neos,0,-0.8254195996074045,-1.5413596545660637
3.122521668133816,0.0490215064774351,6.93755548597006,2015.378485152596,2.969450951953462,3.275592384314169,7.78,neos,0,-0.555110492512851,-2.029423313746329
3.456249221996755,0.1248676424487073,7.5666389231479,2346.961704252929,3.024675529930841,3.887822914062669,7.4,neos,0,-0.20776961465466426,-1.7469937074980861
3.227514874010972,0.0233147115093661,1.64293508094636,2117.877348603523,3.152266295831218,3.302763452190726,7.67,neos,0,-0.6573738435708977,-2.3960454310480785
2.69446302125917,0.1202129541160061,6.413245515833355,1615.499278753285,2.370553661717266,3.018372380801074,8.98,neos,0,-0.6697016407744979,-1.1242089195628777
2.629928093352113,0.0783889223545089,2.963438223472964,1557.809106746251,2.423770864244392,2.836085322459833,8.07,neos,0,-0.8666335116979164,-1.7371784703435813
2.742029255920085,0.0813317281115491,4.665092448978056,1658.465925826461,2.519015278003679,2.96504323383649,8.93,neos,0,-0.755919981466692,-1.4353483162209144
2.43924306525378,0.1051995211782007,2.922923747469267,1391.493062145138,2.182635862751836,2.695850267755723,9.26,neos,0,-0.9173921480411383,-1.1583076080446761
2.755530840754929,0.0633353572487685,8.238451636901878,1670.730269765895,2.581008310545716,2.930053370964143,8.55,neos,0,-0.7076794429352008,-1.5683634213328543
2.749539155255919,0.1271855064875536,6.247034829417065,1665.283925388941,2.399837625187335,3.099240685324503,7.67,neos,0,-0.6350286134696815,-1.5069853085889748
2.868779027227627,0.2130846901094825,12.26909245785333,1774.778147620257,2.257486137218245,3.480071917237008,7.01,neos,0,-0.2755004921064156,-1.0532962111058284
3.124170943975052,0.209496789947454,22.78322058554982,2016.975441526405,2.469667159965171,3.778674727984932,7.46,neos,0,0.09047732432332531,-0.706750694443477
2.43176599696074,0.0693902246806233,4.963316661748072,1385.099903793144,2.263025208060935,2.600506785860546,10.0,neos,0,-0.9443086428514456,-1.0852137474073955
2.61204819159382,0.3869118003581374,24.98456246248463,1541.949692912001,1.601415923162038,3.622680460025602,8.96,neos,0,0.2040566901931847,1.006686942164315
3.070546711527912,0.1319809135479311,7.211766969538958,1965.268937008777,2.665293151448863,3.475800271606962,8.04,neos,0,-0.42045912653854944,-1.4168573637621695
2.563209147475049,0.1151094493698986,11.61186010738446,1498.906328806961,2.268159553889309,2.858258741060789,8.97,neos,0,-0.6417149240310426,-0.9828072433566208
2.426904317695983,0.2083060163504854,2.303279256239485,1380.948263774199,1.92136554721294,2.932443088179026,8.32,neos,0,-0.7395743991793885,-0.8469598751537688
2.287752437809106,0.0845770091683805,9.576945267863518,1263.897826723124,2.09426117890154,2.481243696716672,9.76,neos,0,-0.8973953038197419,-0.9051616733085216
3.12399460813701,0.210987749861106,13.42997111046955,2016.804679406244,2.464870015187955,3.783119201086065,8.35,neos,0,-0.1044148390646313,-0.6769801648057411
2.449920323258557,0.1617394354299803,3.201499536267013,1400.639492133445,2.053671593326283,2.846169053190831,9.02,neos,0,-0.7954581980811626,-0.8892809605939135
2.78513784724856,0.1701349822259696,10.87200994542982,1697.729399217853,2.311288469110051,3.25898722538707,8.05,neos,0,-0.43019450913505186,-1.0105281739564909
2.731991805498557,0.2173238191451324,3.191007520174391,1649.367813959891,2.138264912454404,3.325718698542709,8.45,neos,0,-0.5327019306636842,-0.7975565633439906
2.666888618848974,0.2131070153194378,11.89499072391826,1590.763962638671,2.098555945096691,3.235221292601256,8.38,neos,0,-0.3895041987727472,-0.5920204715535908
2.420237607103808,0.1328385571105941,2.242291056199587,1375.261972210104,2.098736735511341,2.741738478696275,10.54,neos,0,-0.8821175295699412,-0.6094121907967357
2.761916283987907,0.0723640772132729,11.44161613876884,1676.541054704012,2.56205276075681,2.961779807219004,9.33,neos,0,-0.6135417254880385,-1.1855664548151919
2.653177127293165,0.2357376149178859,4.816077914131795,1578.511658517412,2.027723479350386,3.278630775235943,8.07,neos,0,-0.5075766073892276,-0.7419272827274691
2.671054020261962,0.1473684555857118,12.62161132122219,1594.492328205324,2.27742491450995,3.064683126013974,8.42,neos,0,-0.49892366108375397,-0.9581902047577291
2.718598371490782,0.0654177216747898,13.10011423467106,1637.253793980536,2.540753859879061,2.896442883102503,8.51,neos,0,-0.6200244547547239,-1.4253741188744369
3.137703753911288,0.0221896394551706,1.932926878355568,2030.094865658802,3.068079238894861,3.207328268927715,8.73,neos,0,-0.7004813167592854,-2.0409876113855585
2.769861355277943,0.1880411144021154,25.29077283179603,1683.780491926286,2.249013539292125,3.290709171263762,7.58,neos,0,-0.09512215638576475,-0.6498084189911945
2.174819397576069,0.0649863645570083,0.9401358546248838,1171.475536218016,2.033485791359537,2.3161530037926,10.53,neos,0,-1.1827764894663124,-0.988838919276744
2.982784444507692,0.1235829713219129,2.202295387451455,1881.617013041164,2.61416308004265,3.351405808972734,8.58,neos,0,-0.5921027640023883,-1.415706054078982
2.591198471557514,0.0359890948066771,6.431501423721871,1523.524508956684,2.497943584101714,2.684453359013315,9.34,neos,0,-0.8902102893148028,-1.4934581812310799
3.136641916929812,0.0826092403107451,12.12415661389464,2029.064439785196,2.877526311045401,3.395757522814223,8.37,neos,0,-0.36839954670289704,-1.5011620291397845
3.969616716205937,0.1386152713483194,7.830108365862383,2888.825377014614,3.419367217940227,4.519866214471648,7.74,neos,0,0.12263677328934575,-1.6767370268684962
3.193278780673316,0.0769700847293222,21.02199902752348,2084.26856983485,2.947491842360545,3.439065718986088,7.65,neos,0,-0.1576951598019208,-1.53115871117813
2.761349375399573,0.2727706274339072,11.35950246097631,1676.024893105701,2.008134373707604,3.514564377091542,11.15,neos,0,-0.21946127231536192,0.5937812998391641
2.735494137844212,0.2224224831511824,9.773569966359444,1652.540491055457,2.1270587390594,3.343929536629025,8.81,neos,0,-0.3769403114702444,-0.47571710001475304
2.580550019535857,0.198194858409061,12.16129431254813,1514.142846831637,2.069098273796449,3.092001765275266,11.19,neos,0,-0.4469947407020535,0.21737412173427006
2.867659049006089,0.053286224157286,1.005739647625068,1773.738932588389,2.714852326114081,3.020465771898097,9.35,neos,0,-0.8148128543466282,-1.609040318061312
3.107378654404772,0.0993993630182828,6.11446220232939,2000.735573357713,2.798507195500329,3.416250113309216,8.28,neos,0,-0.48369611918103345,-1.5822801123491048
2.727198411214366,0.0657692215288422,3.819232720667884,1645.028890977977,2.547832694754101,2.90656412767463,9.06,neos,0,-0.8121474152563917,-1.508557512241625
2.380932612329975,0.1370711621934563,9.050783585010649,1341.89669250166,2.054575412053604,2.707289812606347,9.31,neos,0,-0.7548413013545268,-0.7700380195087563
3.014854370103703,0.1827837037339739,6.091402336136697,1912.044233228072,2.463788122117591,3.565920618089815,9.11,neos,0,-0.3743599722183228,-0.7896951367616676
2.366313104224615,0.192024593721535,4.815276854113188,1329.55632388745,1.911922791767939,2.820703416681292,9.77,neos,0,-0.7438000835329337,-0.4114995221727548
2.632415060528127,0.3464371985210435,24.47545795382869,1560.019320716875,1.720448561614159,3.544381559442094,8.77,neos,0,0.12433757906677265,0.6857330412524052
3.126982948320951,0.0835746300634905,11.23313220010352,2019.699213627953,2.865646505200185,3.388319391441718,7.81,neos,0,-0.39415513200732355,-1.69085840416842
2.687125569324081,0.2103687199808303,12.02206562272146,1608.904880515386,2.121838402877614,3.252412735770548,9.88,neos,0,-0.3733981734133708,-0.14411773258319105
2.85393799210005,0.037131413943814,2.21726969266551,1761.023803207569,2.747967239145405,2.959908745054694,9.38,neos,0,-0.8274639050495328,-1.6613479470172554
3.372692086250365,0.0746042513224307,4.670829441231098,2262.369135440137,3.12107491821457,3.624309254286161,8.28,neos,0,-0.40808283456759925,-1.8449496144248143
2.35799325276751,0.1300916572239345,5.500305816902786,1322.550499759956,2.051238002792128,2.664748502742891,9.55,neos,0,-0.8569631206786473,-0.8285835218714233
2.554503136922456,0.0613805186781804,14.36144145332431,1491.276201956241,2.397706409413116,2.711299864431795,9.33,neos,0,-0.6904416184714846,-1.1169380524606014
3.128002823198726,0.1326551867820285,2.547019339615463,2020.687390635638,2.713057024432587,3.542948621964865,8.63,neos,0,-0.4841694053268804,-1.3714794031065587
2.380039801251876,0.1142570795529816,10.0152882462913,1341.141979050582,2.108103404340978,2.651976198162775,8.72,neos,0,-0.7824067306330975,-1.0628159434179743
2.741295835325178,0.2096774601818663,14.19579121304535,1657.800576400977,2.166507886967067,3.316083783683289,7.92,neos,0,-0.3072418509442806,-0.7096828087346231
2.858437370966489,0.145273314762244,12.10431645197962,1765.18995999218,2.443182699045913,3.273692042887066,8.4,neos,0,-0.4083190395791195,-1.03730149075724
3.186128400266706,0.2316410337269839,3.21812416815381,2077.271858216299,2.448090324042024,3.924166476491387,8.62,neos,0,-0.24958452186140284,-0.7590129748828566
3.178815877228065,0.1719253746208075,22.68082754631644,2070.124604246586,2.632296766685059,3.725334987771071,8.45,neos,0,0.05303714927712999,-0.6469669111770445
2.770396342428231,0.2342318409154122,1.381500700462633,1684.268338233351,2.121481307075942,3.41931137778052,9.63,neos,0,-0.5118918633425026,-0.3867998471446157
2.461066606369481,0.0421743953256057,1.890746508682768,1410.208987880823,2.357272610389808,2.564860602349155,9.5,neos,0,-1.0499195534300743,-1.4952654939370804
2.973366542966636,0.1094492881844363,7.817341736941478,1872.712469990464,2.64793369132752,3.298799394605753,8.26,neos,0,-0.5047805954867556,-1.445713530032626
