a,e,i,per,q,ad,H,category,dbscan_cluster
1.077978810454541,0.349449573517485,9.435116344758343,408.8027071106978,0.7012795748803157,1.454678046028766,17.21,neos,-1
2.304103478214258,0.3604765607104605,26.96152931230368,1277.472018370577,1.473528180866573,3.134678775561943,15.11,neos,-1
0.8320079335598088,0.4365091087783931,15.75516818693508,277.1977036045189,0.4688288919850642,1.195186975134553,16.23,neos,-1
1.874021346824862,0.7641318959671008,1.319946557062908,937.0445244909956,0.4420218619927603,3.306020831656963,18.73,neos,-1
1.289992557006803,0.2993596093905289,64.0055537724307,535.1545640488487,0.9038208890245568,1.676164224989049,16.0,neos,-1
2.734262488715899,0.3796220860372072,16.88010780059298,1651.424538598902,1.696276058976284,3.772248918455515,14.43,neos,-1
1.887280219897485,0.1109212450417782,33.9873455832581,947.0066074456782,1.677940748163735,2.096619691631235,12.83,neos,-1
1.599597663566068,0.5030931124932413,23.0726953324593,738.9491748978843,0.794851096265698,2.404344230866437,18.05,neos,-1
5.192444063844259,0.1016474766582996,39.27547527998696,4321.715432923252,4.664645227065123,5.720242900623394,10.03,neos,-1
2.178748034136829,0.7106736721097681,2.52184156688578,1174.651233995599,0.6303691681148704,3.727126900158788,15.33,neos,-1
2.290876951169472,0.5128877926968548,8.74262300770041,1266.48797610257,1.115914128344061,3.465839773994884,16.98,neos,-1
5.171872621331873,0.0134782438808719,6.801353956953911,4296.058206875641,5.102164860820757,5.241580381842988,8.93,neos,-1
2.167392273898469,0.8350851695302925,11.2267953264257,1165.479685847875,0.3574351294113197,3.977349418385618,13.5,neos,-1
2.410367130132023,0.6533255162077314,24.4622876736487,1366.857440818976,0.835612780588371,3.985121479675675,14.58,neos,-1
2.123369356416556,0.3604856790330385,36.30437260982866,1130.151706482096,1.357925112130788,2.888813600702323,13.66,neos,-1
0.8438435546957027,0.4499589515216845,5.860705135945564,283.1335493295909,0.4641485935764931,1.223538515814912,20.43,neos,-1
5.226174517635126,0.0462560447536347,2.670010916035381,4363.894964458313,4.98443235525709,5.467916680013163,8.99,neos,-1
2.104626445207902,0.4134719050072789,5.223951511083024,1115.221058579638,1.234422539579093,2.974830350836711,15.15,neos,-1
2.530774299082859,0.5647206075466479,14.42701426592145,1470.545782563277,1.101593899341345,3.959954698824373,17.48,neos,-1
1.740383887266419,0.2289973612820776,23.43914307595201,838.6215296068785,1.341840569464564,2.138927205068274,15.15,neos,-1
5.198048639034171,0.0686820598806908,1.856859924141289,4328.714424222573,4.841035951145283,5.55506132692306,9.12,neos,-1
3.168693710768185,0.1033826101022504,30.67723918104877,2060.244766783706,2.841105884334385,3.496281537201986,10.5,neos,-1
3.151791604340621,0.3284470759570439,41.4386065885828,2043.782463287402,2.116594867868984,4.186988340812259,11.87,neos,-1
2.593590912880412,0.2638408537205363,30.10245260791424,1525.634990404904,1.909295672224218,3.277886153536604,15.18,neos,-1
1.840832425546425,0.2002472514510625,46.64500539480341,912.2624737208304,1.472210791948761,2.20945405914409,13.92,neos,-1
2.151335770700217,0.4492278966197544,8.44253746964659,1152.55251952496,1.18489572750572,3.117775813894713,16.16,neos,-1
1.404001919040747,0.3541911071309663,20.93042064429341,607.6450703910349,0.9067169249217036,1.90128691315979,15.3,neos,-1
1.769058811018446,0.423177715373341,22.1407605109858,859.4326197131935,1.020432545010581,2.51768507702631,14.08,neos,-1
1.574548889012483,0.2841592149812055,32.95994420530953,721.6600292691891,1.127126312761167,2.0219714652638,14.99,neos,-1
1.271410702698401,0.8897614245361438,22.31321219735879,523.6332566185448,0.140158504694972,2.402662900701829,14.4,neos,-1
2.101580010097027,0.3955746352340128,25.06822443433197,1112.80052058829,1.270248264187803,2.932911756006251,16.58,neos,-1
2.034596011449344,0.4545107317006167,5.925930460377421,1060.024028838636,1.109850289570346,2.959341733328341,15.34,neos,-1
5.228705654585541,0.1279701616145998,27.85127327633884,4367.065625822996,4.559587346933057,5.897823962238025,8.41,neos,-1
1.878927098586175,0.3690885017018965,4.771279907538266,940.7263781676104,1.185436710961912,2.572417486210438,15.93,neos,-1
2.467711329387651,0.7463108746539077,21.12561047047551,1415.924052737997,0.6260315287589959,4.309391130016306,16.04,neos,-1
1.210438228362107,0.3229412948737901,2.662078556698559,486.4210643736224,0.8195377395301119,1.601338717194102,19.56,neos,-1
0.9895095343794984,0.4685161092832482,9.915868813150288,359.5244260622864,0.5259083772333374,1.45311069152566,18.52,neos,-1
2.717136547676689,0.4570138845234329,29.69804416174118,1635.93341423357,1.475367419242376,3.958905676111002,15.34,neos,-1
2.09294766656929,0.4868698475454246,9.506875259971313,1105.951241566879,1.073954555226147,3.111940777912432,16.72,neos,-1
4.268440392964512,0.7072397612514681,31.05420568082621,3221.085541780676,1.249629628528168,7.287251157400857,13.04,neos,-1
1.644600847509204,0.3199062836261261,36.77523952717598,770.3519592643254,1.118482702334157,2.170718992684251,16.4,neos,-1
0.9739841535539492,0.280578677029237,23.35615003158971,351.096308723622,0.7007049683023409,1.247263338805557,15.91,neos,-1
2.198699502364327,0.5431039221790097,13.53858806865412,1190.82308189361,1.004577178937224,3.39282182579143,16.49,neos,-1
3.221455916848771,0.4780657863453658,2.558276453246343,2111.916367308618,1.681388060783532,4.761523772914011,15.3,neos,-1
1.413637334363569,0.3015585641587232,55.55963366819591,613.9110302747185,0.9873428895717262,1.839931779155412,15.16,neos,-1
0.9977793232530038,0.5148577465869039,19.80213507862781,364.0408977874137,0.4840649092919563,1.511493737214051,15.44,neos,-1
1.834504819176204,0.4459088784262951,3.866466443074693,907.5628543320432,1.01648283278971,2.652526805562699,19.02,neos,-1
1.577866657853946,0.0757481003324867,14.84855969920772,723.9421705275907,1.458346255943539,1.697387059764352,15.2,neos,-1
2.194773223069893,0.3895874643108497,12.0202586190759,1187.634777110383,1.339717088356743,3.049829357783044,15.62,neos,-1
1.504753735011292,0.7027546447384642,29.19925072124354,674.2121455717572,0.4472810585445544,2.562226411478029,15.62,neos,-1
1.927924846575456,0.4590717764003792,2.186368158544671,977.7629519122056,1.042868962491633,2.812980730659278,17.45,neos,-1
1.544488156075295,0.3165492500581312,10.76836875385109,701.0924661406523,1.055581588545995,2.033394723604596,17.94,neos,-1
2.625979279137054,0.6309896262757076,2.798560063969781,1554.301868804877,0.969013595186612,4.282944963087497,16.19,neos,-1
1.059372152341889,0.4440283406215621,11.1690156337678,398.2641873296047,0.5889808934368274,1.529763411246951,18.49,neos,-1
1.820317268174707,0.3260507100152304,23.25217254983491,897.0549775481388,1.226801530433359,2.413833005916055,14.93,neos,-1
2.543371776565682,0.624795311911996,0.4480571311722832,1481.539375448437,0.9542850141181596,4.132458539013205,15.29,neos,-1
1.980682878034195,0.6361768645182191,6.669454365048301,1018.171292549342,0.7206182550814787,3.240747500986912,14.16,neos,-1
2.295329927482244,0.7724445588718212,12.60266200377859,1270.182443825588,0.5223148141829327,4.068345040781555,14.97,neos,-1
1.726488472751615,0.1492273539158086,16.4816003431525,828.5981349500084,1.468849166396746,1.984127779106484,14.48,neos,-1
3.979347758153296,0.1485495558659715,2.609542773388169,2899.454300572299,3.388217416043375,4.570478100263218,13.34,neos,-1
1.647155125317885,0.4683130564528379,40.72041014996094,772.147340259181,0.8757708741283091,2.418539376507462,15.95,neos,-1
1.834309959361618,0.6800403609895961,11.83980719200368,907.4182571376668,0.586905152430532,3.081714766292704,16.08,neos,-1
2.584062479115202,0.5633637711289602,26.62156348359562,1517.23531249244,1.128295296048012,4.039829662182392,16.12,neos,-1
3.98230410412642,0.2804581324362136,7.2447030012487,2902.686004263373,2.865434532290056,5.099173675962785,11.27,neos,-1
1.442285255006939,0.5866135256828604,5.52406811325115,632.666985530358,0.5962212165269151,2.288349293486963,17.28,neos,-1
2.206770828145549,0.6607934470803828,3.036420637095855,1197.38628198488,0.7485511256988207,3.664990530592278,15.61,neos,-1
1.730327831613158,0.2965563100448483,16.40654715009586,831.36362132905,1.217188194702056,2.243467468524259,17.48,neos,-1
2.703534781835336,0.524794462397923,2.512976316111306,1623.664774716261,1.284734699427975,4.122334864242697,15.82,neos,-1
1.042025605596907,0.2501621934323665,14.14312883305638,388.5223557271103,0.7813501944880948,1.30270101670572,17.37,neos,-1
1.022539250719624,0.3569782638323399,4.917829644541011,377.675148210348,0.6575149642973107,1.387563537141936,20.74,neos,-1
2.658199811195081,0.5088323873656134,24.63411369853315,1582.996159058901,1.305621655169865,4.010777967220297,15.45,neos,-1
2.23922998376202,0.5199972089792839,37.07237003138746,1223.901531019687,1.074836641943042,3.403623325580998,16.45,neos,-1
1.484969434852434,0.3587995895600689,1.453550806113376,660.9592713399123,0.9521630111181332,2.017775858586734,18.75,neos,-1
2.232910072399037,0.5178878907355059,6.375600415127557,1218.723754075474,1.076512984802234,3.38930715999584,19.6,neos,-1
1.063126128668918,0.4831911074384398,8.884605189422494,400.3829866973479,0.5494330372106422,1.576819220127194,17.4,neos,-1
2.393455567434343,0.4529578612604371,9.273001291184052,1352.497531785091,1.309321052587397,3.477590082281289,13.96,neos,-1
5.193615524924908,0.2524715992176217,19.56771494193191,4323.178040966867,3.882375107625649,6.504855942224167,10.6,neos,-1
1.370129205293488,0.1684139280582755,15.65189064820976,585.7883259359484,1.139380363882648,1.600878046704328,18.08,neos,-1
1.621539730574207,0.6574425792088303,24.37968214059511,754.2057134291231,0.5554704678159085,2.687608993332505,14.89,neos,-1
2.001350411566773,0.4494429959742295,17.42809216542138,1034.149030525655,1.101857486597945,2.900843336535601,12.56,neos,-1
1.56549417227377,0.2188372116436685,35.01231058381782,715.4439404935262,1.222905792768966,1.908082551778575,15.06,neos,-1
2.766051155365554,0.0794012462377993,10.58779899521626,1680.307393820176,2.546423246472024,2.985679064259084,3.34,main_belt,-1
2.770193724888286,0.230540390934673,34.92402104683643,1684.083568966423,2.131552180587763,3.40883526918881,4.11,main_belt,-1
2.670669610528136,0.2559472478034571,12.98651243308289,1594.148129072743,1.987119073921129,3.354220147135143,5.19,main_belt,-1
2.361397458473309,0.0901071250284849,7.143943095399415,1325.415557908216,2.148618722440708,2.57417619450591,3.25,main_belt,-1
2.386321366597522,0.2299780975339978,5.5195528527104,1346.454932520988,1.837519718602694,2.935123014592349,5.67,main_belt,-1
2.875286805541823,0.332289759201988,1.851035221527333,1780.820654027799,1.919858445291677,3.830715165791968,8.48,main_belt,-1
3.112664052169539,0.0142208501549767,7.262946070612474,2005.842375536591,3.068399323100853,3.156928781238225,6.72,main_belt,-1
2.682082108101126,0.3405946317583658,11.09641056949333,1604.377380510498,1.768579340146721,3.59558487605553,7.19,main_belt,-1
3.192519849715248,0.0155673783185274,20.60256487446465,2083.52557710142,3.142820685425322,3.242219014005174,7.48,main_belt,-1
3.00018269164193,0.0952109522573951,28.83436736299559,1898.103887813983,2.714532440624546,3.285832942659313,8.45,main_belt,-1
2.362210307318435,0.2745836101427414,23.01888748314208,1326.099975863643,1.713586073218545,3.010834541418326,10.03,main_belt,-1
2.63835892418572,0.1606913960080886,32.84007964715272,1565.305972441665,2.214397345487918,3.062320502883522,9.97,main_belt,-1
2.697477300703913,0.2053955516185649,33.82616388400434,1618.210910643532,2.143427462547276,3.25152713886055,10.73,main_belt,-1
2.76564297423288,0.2712683488623662,34.042069606801,1679.935467688138,2.015411571069923,3.515874377395837,11.53,main_belt,-1
2.929618237529394,0.3085414550230151,26.17193436528854,1831.533947343452,2.025709563860114,3.833526911198673,10.31,main_belt,-1
2.734262488715899,0.3796220860372072,16.88010780059298,1651.424538598902,1.696276058976284,3.772248918455515,14.43,main_belt,-1
3.168693710768185,0.1033826101022504,30.67723918104877,2060.244766783706,2.841105884334385,3.496281537201986,10.5,main_belt,-1
3.151791604340621,0.3284470759570439,41.4386065885828,2043.782463287402,2.116594867868984,4.186988340812259,11.87,main_belt,-1
2.593590912880412,0.2638408537205363,30.10245260791424,1525.634990404904,1.909295672224218,3.277886153536604,15.18,main_belt,-1
2.774475581427426,0.1447788474766424,34.55016252326348,1687.989680270962,2.372790204396277,3.176160958458576,11.57,main_belt,-1
2.762398680491345,0.1623708720683177,35.82596765099898,1676.980311060585,2.313865597739595,3.210931763243094,12.24,main_belt,-1
2.731165145628347,0.2734354661780662,34.07972208837438,1648.619259534903,1.984367730824174,3.477962560432521,14.04,main_belt,-1
3.040051667297504,0.3811393070618631,2.107563511735872,1936.064732886761,1.881368481391472,4.198734853203537,14.5,main_belt,-1
3.136011711687394,0.3536710681756136,20.02784094572888,2028.452959650081,2.026895099803679,4.245128323571109,13.96,main_belt,-1
3.013278754348867,0.3800344179645288,5.849460953880703,1910.545527321483,1.868129116775015,4.158428391922719,14.34,main_belt,-1
3.163080557071722,0.1556816810658146,1.390060934065231,2054.772789073203,2.670646858600203,3.655514255543241,15.61,main_belt,-1
2.771535840042399,0.1603410560079405,36.48570237361222,1685.307585069465,2.327144856686146,3.215926823398652,13.87,main_belt,-1
2.700759709430355,0.0616429764860842,27.19164436560287,1621.165474046919,2.534276842167376,2.867242576693334,13.56,main_belt,-1
5.275524855278196,0.0241547443577973,18.14948734532919,4425.852510421222,5.148095901045744,5.402953809510647,7.33,trojans,-1
5.192444063844259,0.1016474766582996,39.27547527998696,4321.715432923252,4.664645227065123,5.720242900623394,10.03,trojans,-1
5.171872621331873,0.0134782438808719,6.801353956953911,4296.058206875641,5.102164860820757,5.241580381842988,8.93,trojans,-1
5.226174517635126,0.0462560447536347,2.670010916035381,4363.894964458313,4.98443235525709,5.467916680013163,8.99,trojans,-1
5.198048639034171,0.0686820598806908,1.856859924141289,4328.714424222573,4.841035951145283,5.55506132692306,9.12,trojans,-1
5.228705654585541,0.1279701616145998,27.85127327633884,4367.065625822996,4.559587346933057,5.897823962238025,8.41,trojans,-1
5.193615524924908,0.2524715992176217,19.56771494193191,4323.178040966867,3.882375107625649,6.504855942224167,10.6,trojans,-1
5.184378697540506,0.2722709238253138,8.914074840488585,4311.65003443822,3.772823120100875,6.595934274980137,9.19,trojans,-1
5.208560790181434,0.1125458576549935,33.57927197215653,4341.852171216701,4.622358848902294,5.794762731460575,9.46,trojans,-1
5.213185992858071,0.2084850118770917,2.044718342156324,4347.636802891219,4.126314849219567,6.300057136496574,10.14,trojans,-1
5.254938163648293,0.0415256248304086,43.41095945456021,4399.97128044643,5.036723572957637,5.473152754338948,10.05,trojans,-1
5.197801194052154,0.050224054295447,40.42306628378052,4328.405335373111,4.936746544665139,5.458855843439169,11.06,trojans,-1
5.196860012652106,0.1271284048321611,55.41686833248497,4327.229752654161,4.536191489107599,5.857528536196613,11.91,trojans,-1
5.290731548737788,0.1758087126174226,35.23671267276895,4445.002564936356,4.360574846349815,6.220888251125761,12.74,trojans,-1
2.766051155365554,0.0794012462377993,10.58779899521626,1680.307393820176,2.546423246472024,2.985679064259084,3.34,phas,-1
2.770193724888286,0.230540390934673,34.92402104683643,1684.083568966423,2.131552180587763,3.40883526918881,4.11,phas,-1
2.670669610528136,0.2559472478034571,12.98651243308289,1594.148129072743,1.987119073921129,3.354220147135143,5.19,phas,-1
2.361397458473309,0.0901071250284849,7.143943095399415,1325.415557908216,2.148618722440708,2.57417619450591,3.25,phas,-1
2.386321366597522,0.2299780975339978,5.5195528527104,1346.454932520988,1.837519718602694,2.935123014592349,5.67,phas,-1
2.875286805541823,0.332289759201988,1.851035221527333,1780.820654027799,1.919858445291677,3.830715165791968,8.48,phas,-1
3.994882533152992,0.1682949152354766,6.174356621682088,2916.449410331678,3.322564115860324,4.667200950445662,7.89,phas,-1
3.112664052169539,0.0142208501549767,7.262946070612474,2005.842375536591,3.068399323100853,3.156928781238225,6.72,phas,-1
4.26724152522476,0.0440837162757114,2.334833254875063,3219.728587944695,4.079125660546818,4.455357389902702,8.58,phas,-1
2.682082108101126,0.3405946317583658,11.09641056949333,1604.377380510498,1.768579340146721,3.59558487605553,7.19,phas,-1
3.936377507029338,0.0243229377006083,4.653526418755791,2852.617480353152,3.840633242159787,4.032121771898889,7.62,phas,-1
3.983606307658549,0.2115184501081782,12.57242665778435,2904.109877298389,3.14100007562145,4.826212539695648,8.37,phas,-1
1.45815896084448,0.2227480169011467,10.82830761253864,643.1403141999031,1.133356943989735,1.782960977699224,10.4,phas,-1
1.944344796666474,0.0739684339525435,22.50539377752969,990.280780239052,1.800524656993278,2.088164936339669,11.21,phas,-1
5.275524855278196,0.0241547443577973,18.14948734532919,4425.852510421222,5.148095901045744,5.402953809510647,7.33,phas,-1
3.192519849715248,0.0155673783185274,20.60256487446465,2083.52557710142,3.142820685425322,3.242219014005174,7.48,phas,-1
2.636355360842985,0.5466515285670863,11.57399179534264,1563.523276676472,1.195187672992135,4.077523048693836,15.59,phas,-1
3.952423109539147,0.1896804148987515,2.259100770623537,2870.077154435689,3.202725854266348,4.702120364811946,9.09,phas,-1
3.00018269164193,0.0952109522573951,28.83436736299559,1898.103887813983,2.714532440624546,3.285832942659313,8.45,phas,-1
2.362210307318435,0.2745836101427414,23.01888748314208,1326.099975863643,1.713586073218545,3.010834541418326,10.03,phas,-1
2.473267631769401,0.5711888387357985,9.399888137692855,1420.708888553043,1.060564765296198,3.885970498242603,13.81,phas,-1
5.728181240850815,0.6622543829494995,42.54802533545957,5007.529920176203,1.93466810776826,9.52169437393337,10.55,phas,-1
2.63835892418572,0.1606913960080886,32.84007964715272,1565.305972441665,2.214397345487918,3.062320502883522,9.97,phas,-1
2.628562852810087,0.4529511574264896,15.71570512531357,1556.596236258495,1.437952266261483,3.819173439358692,14.19,phas,-1
2.665800727933956,0.5329907224613039,26.68214802215928,1589.790692990966,1.244953672014567,4.086647783853346,9.18,phas,-1
2.677991440523396,0.4690595488446245,15.31536228971822,1600.708325352922,1.421853983621726,3.934128897425066,14.37,phas,-1
1.919760465125785,0.434592867636064,11.86862228590597,971.558582235314,1.085446259412426,2.754074670839144,17.37,phas,-1
2.697477300703913,0.2053955516185649,33.82616388400434,1618.210910643532,2.143427462547276,3.25152713886055,10.73,phas,-1
2.76564297423288,0.2712683488623662,34.042069606801,1679.935467688138,2.015411571069923,3.515874377395837,11.53,phas,-1
3.21126895590183,0.372972533267949,24.23826592808419,2101.906766161589,2.013553838414403,4.408984073389257,11.24,phas,-1
3.417680915002491,0.3153396613746521,38.95266186795161,2307.786862507232,2.339950572578994,4.495411257425988,11.46,phas,-1
2.737394474493461,0.4885757491381661,26.67390285813523,1654.262809825476,1.399969918431142,4.074819030555781,12.35,phas,-1
2.767863338443934,0.4191763439010763,28.73043474830906,1681.958948584516,1.607640503817178,3.928086173070689,12.21,phas,-1
1.077993758749296,0.8269970440363614,22.80383949035125,408.8112104196057,0.1864961067739817,1.969491410724611,16.53,phas,-1
2.195302581957931,0.4876215452417529,52.18774063344868,1188.064472710675,1.124825744670395,3.265779419245468,14.62,phas,-1
2.929618237529394,0.3085414550230151,26.17193436528854,1831.533947343452,2.025709563860114,3.833526911198673,10.31,phas,-1
1.245661499800686,0.3356379546214706,13.33583532561431,507.8067734392566,0.8275702218568705,1.663752777744502,15.27,phas,-1
1.863027539433257,0.3972474665970576,8.456136476887867,928.8109760487464,1.122944569192846,2.603110509673669,12.79,phas,-1
1.367883881478552,0.4360388253134502,9.381908106861054,584.3489593438653,0.7714334006334416,1.964334362323663,14.28,phas,-1
1.470718674656975,0.5598464936018323,6.352185783539661,651.4676238253429,0.6473419815755338,2.294095367738417,16.08,phas,-1
2.261087587826247,0.60632424970856,18.35871578711857,1241.865338693286,0.8901353526121598,3.632039823040333,15.46,phas,-1
1.460881510207671,0.6143747649580364,22.21466822901931,644.9423793720721,0.5633527757422918,2.35841024467305,14.84,phas,-1
1.079958941003393,0.4668522298549034,16.10139880372478,409.929613790527,0.5757777012442187,1.584140180762566,16.79,phas,-1
1.893625005051852,0.5380672679973022,41.20711450673809,951.7861843447964,0.8747273719722243,2.912522638131479,12.48,phas,-1
2.544917681590535,0.5702617900147232,20.3989349511953,1482.890338277411,1.093648369046597,3.996186994134474,18.38,phas,-1
2.273154349612403,0.4493028401863036,12.87668922472011,1251.819797274723,1.251819644149701,3.294489055075106,14.92,phas,-1
2.148996910593281,0.5056261748498805,23.96047267571335,1150.673505782372,1.06240782292579,3.235585998260772,14.38,phas,-1
3.310033889766179,0.3839226734231787,19.07239322283811,2199.617100448363,2.039236829685825,4.580830949846534,14.86,phas,-1
3.23595839427296,0.4819467683599899,35.4308756751275,2126.19366848094,1.676398703605725,4.795518084940195,12.35,phas,-1
3.95809245350565,0.2890144598240055,3.95703265956838,2876.254613560812,2.814146501122242,5.102038405889057,11.86,phas,-1
1.43032986682301,0.2561027627674788,8.708729946912538,624.8168568146249,1.064018436260797,1.796641297385223,15.69,phas,-1
1.390401877875181,0.0615402331432024,39.0922220708341,598.8374403564774,1.304836222147996,1.475967533602366,14.09,phas,-1
1.709381149952363,0.3647331673187133,26.87003873990315,816.313150034393,1.085913148975334,2.332849150929393,13.81,phas,-1
