id,name,alternative_names,object_type,is_planet,data_source,data_quality,mean_radius_km,mass_kg,density_g_cm3,gravity_m_s2,escape_velocity_km_s,avg_temperature_k,semimajor_axis_km,perihelion_km,aphelion_km,eccentricity,inclination_deg,discovered_by,discovery_date,has_image,clustering_enabled,last_updated,sbdb_class,is_neo,is_pha,diameter_km,absolute_magnitude_H,albedo,rotation_period_h,semimajor_axis_au,orbital_period_days,perihelion_distance_au,aphelion_distance_au,argument_periapsis_deg,longitude_ascending_node_deg,mean_anomaly_deg,has_orbital_data,is_anomaly,anomaly_type,display_name,search_keywords,ui_category
20000129,129 Antigone (A873 CA),"[129, '   129 Antigone (A873 CA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2130846901094825,12.26909245785333,,,,True,2025-08-04T16:11:00.925582,MBA,False,False,113.0,7.01,0.151,4.9572,2.868779027227627,1774.778147620257,2.257486137218245,3.480071917237008,110.5726545759085,135.6543578038938,27.0267490642991,True,False,,129 Antigone (A873 Ca),"129 antigone (a873 ca),129,asteroid",Asteroides
20000130,130 Elektra (A873 DA),"[130, '   130 Elektra (A873 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.209496789947454,22.78322058554982,,,,True,2025-08-04T16:11:00.925624,MBA,False,False,180.652,7.46,0.086,5.225,3.124170943975052,2016.975441526405,2.469667159965171,3.778674727984932,237.9049933700974,144.9716295666208,337.7550700633566,True,False,,130 Elektra (A873 Da),"asteroid,130,130 elektra (a873 da)",Asteroides
20000131,131 Vala (A873 KA),"[131, '   131 Vala (A873 KA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0693902246806233,4.963316661748072,,,,True,2025-08-04T16:11:00.925661,MBA,False,False,31.337,10.0,0.246,5.1812,2.43176599696074,1385.099903793144,2.263025208060935,2.600506785860546,161.4818991101569,65.55894151284586,40.09115286185216,True,False,,131 Vala (A873 Ka),"131,131 vala (a873 ka),asteroid",Asteroides
20000133,133 Cyrene (A873 QA),"[133, '   133 Cyrene (A873 QA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1319809135479311,7.211766969538958,,,,True,2025-08-04T16:11:00.925698,MBA,False,False,72.175,8.04,0.279,12.708,3.070546711527912,1965.268937008777,2.665293151448863,3.475800271606962,291.2541239924763,318.7997575288571,182.8212897537029,True,False,,133 Cyrene (A873 Qa),"asteroid,133 cyrene (a873 qa),133",Asteroides
20000134,134 Sophrosyne (A873 SA),"[134, '   134 Sophrosyne (A873 SA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1151094493698986,11.61186010738446,,,,True,2025-08-04T16:11:00.925734,MBA,False,False,108.0,8.97,0.0364,17.196,2.563209147475049,1498.906328806961,2.268159553889309,2.858258741060789,85.73502962262813,345.835718019126,277.2304230710978,True,False,,134 Sophrosyne (A873 Sa),"134 sophrosyne (a873 sa),asteroid,134",Asteroides
20000135,135 Hertha (A874 DA),"[135, '   135 Hertha (A874 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2083060163504854,2.303279256239485,,,,True,2025-08-04T16:11:00.925770,MBA,False,False,79.24,8.32,0.1436,8.403,2.426904317695983,1380.948263774199,1.92136554721294,2.932443088179026,340.3353523144765,343.4347361948284,191.0012850185806,True,False,,135 Hertha (A874 Da),"135,135 hertha (a874 da),asteroid",Asteroides
20000136,136 Austria (A874 FA),"[136, '   136 Austria (A874 FA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0845770091683805,9.576945267863518,,,,True,2025-08-04T16:11:00.925805,MBA,False,False,36.893,9.76,0.201,11.4969,2.287752437809106,1263.897826723124,2.09426117890154,2.481243696716672,133.2250934916036,186.3639034320067,123.6019230543753,True,False,,136 Austria (A874 Fa),"asteroid,136,136 austria (a874 fa)",Asteroides
20000137,137 Meliboea (A874 HA),"[137, '   137 Meliboea (A874 HA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.210987749861106,13.42997111046955,,,,True,2025-08-04T16:11:00.925841,MBA,False,False,128.678,8.35,0.065,25.676,3.12399460813701,2016.804679406244,2.464870015187955,3.783119201086065,107.7497806352308,202.1679221849481,71.30066327223746,True,False,,137 Meliboea (A874 Ha),"137 meliboea (a874 ha),137,asteroid",Asteroides
20000138,138 Tolosa (A874 KA),"[138, '   138 Tolosa (A874 KA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1617394354299803,3.201499536267013,,,,True,2025-08-04T16:11:00.925876,MBA,False,False,52.905,9.02,0.273,10.101,2.449920323258557,1400.639492133445,2.053671593326283,2.846169053190831,260.8330468793706,54.72187288265532,91.22315964867146,True,False,,138 Tolosa (A874 Ka),"138,asteroid,138 tolosa (a874 ka)",Asteroides
20000139,139 Juewa (A874 TA),"[139, '   139 Juewa (A874 TA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1701349822259696,10.87200994542982,,,,True,2025-08-04T16:11:00.925912,MBA,False,False,151.116,8.05,0.052,20.991,2.78513784724856,1697.729399217853,2.311288469110051,3.25898722538707,167.2787244137426,1.671610298412855,17.56542942400394,True,False,,139 Juewa (A874 Ta),"asteroid,139,139 juewa (a874 ta)",Asteroides
20000140,140 Siwa (A874 TB),"[140, '   140 Siwa (A874 TB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2173238191451324,3.191007520174391,,,,True,2025-08-04T16:11:00.925951,MBA,False,False,109.79,8.45,0.0676,34.445,2.731991805498557,1649.367813959891,2.138264912454404,3.325718698542709,197.1502524505934,107.0740637774002,177.6593568002665,True,False,,140 Siwa (A874 Tb),"140,asteroid,140 siwa (a874 tb)",Asteroides
20000141,141 Lumen (A875 AA),"[141, '   141 Lumen (A875 AA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2131070153194378,11.89499072391826,,,,True,2025-08-04T16:11:00.925992,MBA,False,False,117.916,8.38,0.067,19.87,2.666888618848974,1590.763962638671,2.098555945096691,3.235221292601256,57.87407445699609,318.4388046152845,297.3646998412008,True,False,,141 Lumen (A875 Aa),"141,asteroid,141 lumen (a875 aa)",Asteroides
20000142,142 Polana (A875 BA),"[142, '   142 Polana (A875 BA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1328385571105941,2.242291056199587,,,,True,2025-08-04T16:11:00.926029,MBA,False,False,54.812,10.54,0.047,9.764,2.420237607103808,1375.261972210104,2.098736735511341,2.741738478696275,292.4453713996781,291.0577878411543,258.9662592313207,True,False,,142 Polana (A875 Ba),"142 polana (a875 ba),asteroid,142",Asteroides
20000143,143 Adria (A875 DA),"[143, '   143 Adria (A875 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0723640772132729,11.44161613876884,,,,True,2025-08-04T16:11:00.926072,MBA,False,False,95.377,9.33,0.044,22.005,2.761916283987907,1676.541054704012,2.56205276075681,2.961779807219004,251.9247461970005,332.9345454035411,194.2550614997384,True,False,,143 Adria (A875 Da),"143,143 adria (a875 da),asteroid",Asteroides
20000144,144 Vibilia (A875 LA),"[144, '   144 Vibilia (A875 LA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2357376149178859,4.816077914131795,,,,True,2025-08-04T16:11:00.926111,MBA,False,False,142.38,8.07,0.0597,13.819,2.653177127293165,1578.511658517412,2.027723479350386,3.278630775235943,294.4480686735215,76.16223770568456,148.9183207427629,True,False,,144 Vibilia (A875 La),"144 vibilia (a875 la),144,asteroid",Asteroides
20000145,145 Adeona (A875 LB),"[145, '   145 Adeona (A875 LB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1473684555857118,12.62161132122219,,,,True,2025-08-04T16:11:00.926148,MBA,False,False,127.783,8.42,0.061,15.071,2.671054020261962,1594.492328205324,2.27742491450995,3.064683126013974,45.24986550696913,77.32204720116009,234.1501123324642,True,False,,145 Adeona (A875 Lb),"145 adeona (a875 lb),145,asteroid",Asteroides
20000146,146 Lucina (A875 LC),"[146, '   146 Lucina (A875 LC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0654177216747898,13.10011423467106,,,,True,2025-08-04T16:11:00.926185,MBA,False,False,160.31,8.51,0.036,18.557,2.718598371490782,1637.253793980536,2.540753859879061,2.896442883102503,145.2400158372184,83.92816944032045,183.6682041710675,True,False,,146 Lucina (A875 Lc),"146 lucina (a875 lc),146,asteroid",Asteroides
20000147,147 Protogeneia (A875 NA),"[147, '   147 Protogeneia (A875 NA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0221896394551706,1.932926878355568,,,,True,2025-08-04T16:11:00.926222,MBA,False,False,132.93,8.73,0.0492,7.8528,3.137703753911288,2030.094865658802,3.068079238894861,3.207328268927715,103.4387941850541,248.2078647105777,297.8371762288754,True,False,,147 Protogeneia (A875 Na),"asteroid,147,147 protogeneia (a875 na)",Asteroides
20000148,148 Gallia (A875 PA),"[148, '   148 Gallia (A875 PA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1880411144021154,25.29077283179603,,,,True,2025-08-04T16:11:00.926258,MBA,False,False,97.75,7.58,0.164,20.664,2.769861355277943,1683.780491926286,2.249013539292125,3.290709171263762,252.4104563190485,144.9560390648285,114.6392378733206,True,False,,148 Gallia (A875 Pa),"148 gallia (a875 pa),148,asteroid",Asteroides
20000149,149 Medusa (A875 SA),"[149, '   149 Medusa (A875 SA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0649863645570083,0.9401358546248838,,,,True,2025-08-04T16:11:00.926296,MBA,False,False,23.719,10.53,0.152,26.023,2.174819397576069,1171.475536218016,2.033485791359537,2.3161530037926,250.5926647215897,159.6130017179925,184.1022456924002,True,False,,149 Medusa (A875 Sa),"149 medusa (a875 sa),149,asteroid",Asteroides
20000150,150 Nuwa (A875 UA),"[150, '   150 Nuwa (A875 UA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1235829713219129,2.202295387451455,,,,True,2025-08-04T16:11:00.926332,MBA,False,False,119.128,8.58,0.052,8.1347,2.982784444507692,1881.617013041164,2.61416308004265,3.351405808972734,154.2259591399869,206.1052363159422,27.13353902609902,True,False,,150 Nuwa (A875 Ua),"asteroid,150 nuwa (a875 ua),150",Asteroides
20000151,151 Abundantia (A875 VA),"[151, '   151 Abundantia (A875 VA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0359890948066771,6.431501423721871,,,,True,2025-08-04T16:11:00.926379,MBA,False,False,39.037,9.34,0.233,9.864,2.591198471557514,1523.524508956684,2.497943584101714,2.684453359013315,132.2906231660359,38.7271723898569,176.3535411258578,True,False,,151 Abundantia (A875 Va),"151 abundantia (a875 va),asteroid,151",Asteroides
20000152,152 Atala (A875 VB),"[152, '   152 Atala (A875 VB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0826092403107451,12.12415661389464,,,,True,2025-08-04T16:11:00.926417,MBA,False,False,58.964,8.37,0.257,6.246,3.136641916929812,2029.064439785196,2.877526311045401,3.395757522814223,59.10276623069055,39.86519916503769,260.2770018199287,True,False,,152 Atala (A875 Vb),"152,152 atala (a875 vb),asteroid",Asteroides
20000154,154 Bertha (A875 VD),"[154, '   154 Bertha (A875 VD)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0769700847293222,21.02199902752348,,,,True,2025-08-04T16:11:00.926454,MBA,False,False,192.611,7.65,0.044,25.224,3.193278780673316,2084.26856983485,2.947491842360545,3.439065718986088,167.8667635404757,36.47916573879152,308.1600993516093,True,False,,154 Bertha (A875 Vd),"154,asteroid,154 bertha (a875 vd)",Asteroides
20000155,155 Scylla (A875 VE),"[155, '   155 Scylla (A875 VE)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2727706274339072,11.35950246097631,,,,True,2025-08-04T16:11:00.926491,MBA,False,False,39.605,11.15,0.027,7.9597,2.761349375399573,1676.024893105701,2.008134373707604,3.514564377091542,46.81535970156454,40.53856223806185,201.0214473530374,True,False,,155 Scylla (A875 Ve),"155,asteroid,155 scylla (a875 ve)",Asteroides
20000156,156 Xanthippe (A875 WA),"[156, '   156 Xanthippe (A875 WA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2224224831511824,9.773569966359444,,,,True,2025-08-04T16:11:00.926528,MBA,False,False,143.346,8.81,0.03,22.132,2.735494137844212,1652.540491055457,2.1270587390594,3.343929536629025,338.6355667060642,241.7715203656491,242.2967328926177,True,False,,156 Xanthippe (A875 Wa),"asteroid,156 xanthippe (a875 wa),156",Asteroides
20000157,157 Dejanira (A875 XA),"[157, '   157 Dejanira (A875 XA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.198194858409061,12.16129431254813,,,,True,2025-08-04T16:11:00.926590,MBA,False,False,19.959,11.19,0.173,15.825,2.580550019535857,1514.142846831637,2.069098273796449,3.092001765275266,46.09629415560685,62.03320743443951,353.1100014535716,True,False,,157 Dejanira (A875 Xa),"asteroid,157 dejanira (a875 xa),157",Asteroides
20000158,158 Koronis (A876 AA),"[158, '   158 Koronis (A876 AA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.053286224157286,1.005739647625068,,,,True,2025-08-04T16:11:00.926626,MBA,False,False,39.025,9.35,0.213,14.218,2.867659049006089,1773.738932588389,2.714852326114081,3.020465771898097,147.4830785510935,277.6453376709363,299.3291994806874,True,False,,158 Koronis (A876 Aa),"158,asteroid,158 koronis (a876 aa)",Asteroides
20000159,159 Aemilia (A876 BA),"[159, '   159 Aemilia (A876 BA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0993993630182828,6.11446220232939,,,,True,2025-08-04T16:11:00.926677,MBA,False,False,125.236,8.28,0.064,24.476,3.107378654404772,2000.735573357713,2.798507195500329,3.416250113309216,333.582561944953,133.8605214049416,70.03006253497857,True,False,,159 Aemilia (A876 Ba),"159,159 aemilia (a876 ba),asteroid",Asteroides
20000160,160 Una (A876 DA),"[160, '   160 Una (A876 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0657692215288422,3.819232720667884,,,,True,2025-08-04T16:11:00.926728,MBA,False,False,81.24,9.06,0.0625,11.033,2.727198411214366,1645.028890977977,2.547832694754101,2.90656412767463,50.04990032886201,8.545147798875686,127.4995506975122,True,False,,160 Una (A876 Da),"asteroid,160 una (a876 da),160",Asteroides
20000161,161 Athor (A876 HA),"[161, '   161 Athor (A876 HA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1370711621934563,9.050783585010649,,,,True,2025-08-04T16:11:00.926771,MBA,False,False,40.992,9.31,0.23,7.28,2.380932612329975,1341.89669250166,2.054575412053604,2.707289812606347,295.2930285629196,18.5002870355496,127.7593832132415,True,False,,161 Athor (A876 Ha),"161 athor (a876 ha),asteroid,161",Asteroides
20000162,162 Laurentia (A876 HB),"[162, '   162 Laurentia (A876 HB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1827837037339739,6.091402336136697,,,,True,2025-08-04T16:11:00.926810,MBA,False,False,97.021,9.11,0.051,11.8686,3.014854370103703,1912.044233228072,2.463788122117591,3.565920618089815,115.6121394015378,35.42822575874608,182.7415550316826,True,False,,162 Laurentia (A876 Hb),"162 laurentia (a876 hb),asteroid,162",Asteroides
20000163,163 Erigone (A876 HC),"[163, '   163 Erigone (A876 HC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.192024593721535,4.815276854113188,,,,True,2025-08-04T16:11:00.926849,MBA,False,False,81.579,9.77,0.033,16.136,2.366313104224615,1329.55632388745,1.911922791767939,2.820703416681292,298.3899031276893,160.0125646624108,66.16216604139323,True,False,,163 Erigone (A876 Hc),"asteroid,163 erigone (a876 hc),163",Asteroides
20000164,164 Eva (A876 NA),"[164, '   164 Eva (A876 NA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.3464371985210435,24.47545795382869,,,,True,2025-08-04T16:11:00.926886,MBA,False,False,100.254,8.77,0.029,13.66,2.632415060528127,1560.019320716875,1.720448561614159,3.544381559442094,284.0365446805504,76.77984013020435,238.2869204001514,True,False,,164 Eva (A876 Na),"asteroid,164,164 eva (a876 na)",Asteroides
20000165,165 Loreley (A876 PA),"[165, '   165 Loreley (A876 PA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0835746300634905,11.23313220010352,,,,True,2025-08-04T16:11:00.926923,MBA,False,False,180.083,7.81,0.047,7.226,3.126982948320951,2019.699213627953,2.865646505200185,3.388319391441718,344.5464936927465,302.4283616979478,339.5383883301969,True,False,,165 Loreley (A876 Pa),"asteroid,165,165 loreley (a876 pa)",Asteroides
20000166,166 Rhodope (A876 PB),"[166, '   166 Rhodope (A876 PB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2103687199808303,12.02206562272146,,,,True,2025-08-04T16:11:00.926959,MBA,False,False,52.393,9.88,0.046,4.715,2.687125569324081,1608.904880515386,2.121838402877614,3.252412735770548,264.1484964543415,128.8741660593373,232.0833910691917,True,False,,166 Rhodope (A876 Pb),"asteroid,166,166 rhodope (a876 pb)",Asteroides
20000167,167 Urda (A876 QA),"[167, '   167 Urda (A876 QA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.037131413943814,2.21726969266551,,,,True,2025-08-04T16:11:00.926996,MBA,False,False,39.935,9.38,0.223,13.07,2.85393799210005,1761.023803207569,2.747967239145405,2.959908745054694,127.3165718257909,166.096046646409,337.6996709308606,True,False,,167 Urda (A876 Qa),"asteroid,167 urda (a876 qa),167",Asteroides
20000169,169 Zelia (A876 SB),"[169, '   169 Zelia (A876 SB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1300916572239345,5.500305816902786,,,,True,2025-08-04T16:11:00.927031,MBA,False,False,37.517,9.55,0.188,14.537,2.35799325276751,1322.550499759956,2.051238002792128,2.664748502742891,334.8291523030509,354.7173912394536,40.65770197701409,True,False,,169 Zelia (A876 Sb),"169,asteroid,169 zelia (a876 sb)",Asteroides
20000170,170 Maria (A877 AA),"[170, '   170 Maria (A877 AA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0613805186781804,14.36144145332431,,,,True,2025-08-04T16:11:00.927068,MBA,False,False,33.136,9.33,0.282,13.12,2.554503136922456,1491.276201956241,2.397706409413116,2.711299864431795,158.7185395711827,301.1827661427969,141.4877515871895,True,False,,170 Maria (A877 Aa),"170 maria (a877 aa),asteroid,170",Asteroides
20000171,171 Ophelia (A877 AB),"[171, '   171 Ophelia (A877 AB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1326551867820285,2.547019339615463,,,,True,2025-08-04T16:11:00.927103,MBA,False,False,130.808,8.63,0.076,6.66535,3.128002823198726,2020.687390635638,2.713057024432587,3.542948621964865,55.33230755217365,100.4697285322874,222.2222854181547,True,False,,171 Ophelia (A877 Ab),"171,asteroid,171 ophelia (a877 ab)",Asteroides
20000172,172 Baucis (A877 CA),"[172, '   172 Baucis (A877 CA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1142570795529816,10.0152882462913,,,,True,2025-08-04T16:11:00.927149,MBA,False,False,62.43,8.72,0.1382,27.417,2.380039801251876,1341.141979050582,2.108103404340978,2.651976198162775,359.2003838465331,331.8912198326871,314.6047895761997,True,False,,172 Baucis (A877 Ca),"172,asteroid,172 baucis (a877 ca)",Asteroides
20000173,173 Ino (A877 PA),"[173, '   173 Ino (A877 PA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2096774601818663,14.19579121304535,,,,True,2025-08-04T16:11:00.927187,MBA,False,False,125.821,7.92,0.096,6.15,2.741295835325178,1657.800576400977,2.166507886967067,3.316083783683289,228.5702850474893,148.1272863537407,151.935462617118,True,False,,173 Ino (A877 Pa),"173 ino (a877 pa),173,asteroid",Asteroides
20000174,174 Phaedra (A877 RA),"[174, '   174 Phaedra (A877 RA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.145273314762244,12.10431645197962,,,,True,2025-08-04T16:11:00.927224,MBA,False,False,64.849,8.4,0.169,5.744,2.858437370966489,1765.18995999218,2.443182699045913,3.273692042887066,290.9821819602492,327.2648733107279,260.4390091061837,True,False,,174 Phaedra (A877 Ra),"asteroid,174 phaedra (a877 ra),174",Asteroides
20000175,175 Andromache (A877 TA),"[175, '   175 Andromache (A877 TA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2316410337269839,3.21812416815381,,,,True,2025-08-04T16:11:00.927260,MBA,False,False,94.532,8.62,0.094,8.324,3.186128400266706,2077.271858216299,2.448090324042024,3.924166476491387,319.709716420314,21.28608068469308,231.568036741137,True,False,,175 Andromache (A877 Ta),"175,asteroid,175 andromache (a877 ta)",Asteroides
20000176,176 Iduna (A877 TB),"[176, '   176 Iduna (A877 TB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1719253746208075,22.68082754631644,,,,True,2025-08-04T16:11:00.927297,MBA,False,False,106.976,8.45,0.065,11.2877,3.178815877228065,2070.124604246586,2.632296766685059,3.725334987771071,188.944704318805,200.4616744637861,0.1093064396691787,True,False,,176 Iduna (A877 Tb),"176,asteroid,176 iduna (a877 tb)",Asteroides
20000177,177 Irma (A877 VA),"[177, '   177 Irma (A877 VA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2342318409154122,1.381500700462633,,,,True,2025-08-04T16:11:00.927332,MBA,False,False,69.049,9.63,0.022,13.856,2.770396342428231,1684.268338233351,2.121481307075942,3.41931137778052,39.70184583480922,346.9256814731526,4.513353378054391,True,False,,177 Irma (A877 Va),"asteroid,177 irma (a877 va),177",Asteroides
20000178,178 Belisana (A877 VB),"[178, '   178 Belisana (A877 VB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0421743953256057,1.890746508682768,,,,True,2025-08-04T16:11:00.927367,MBA,False,False,35.81,9.5,0.2438,12.323,2.461066606369481,1410.208987880823,2.357272610389808,2.564860602349155,214.0267068974315,51.05893767765346,215.3785806971062,True,False,,178 Belisana (A877 Vb),"178 belisana (a877 vb),178,asteroid",Asteroides
20000179,179 Klytaemnestra (A877 VC),"[179, '   179 Klytaemnestra (A877 VC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1094492881844363,7.817341736941478,,,,True,2025-08-04T16:11:00.927403,MBA,False,False,69.946,8.26,0.198,11.173,2.973366542966636,1872.712469990464,2.64793369132752,3.298799394605753,104.4664804797617,251.8250381078242,333.2664587503028,True,False,,179 Klytaemnestra (A877 Vc),"179,asteroid,179 klytaemnestra (a877 vc)",Asteroides
20000180,180 Garumna (A878 BA),"[180, '   180 Garumna (A878 BA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1684456144799046,0.8679388141823399,,,,True,2025-08-04T16:11:00.927438,MBA,False,False,23.44,10.32,0.242,23.866,2.720403677338307,1638.884910875672,2.262163608275664,3.17864374640095,175.8862835710585,311.8178564689267,284.5448849097917,True,False,,180 Garumna (A878 Ba),"asteroid,180 garumna (a878 ba),180",Asteroides
20000181,181 Eucharis (A878 CB),"[181, '   181 Eucharis (A878 CB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2083254578980604,18.89939162785526,,,,True,2025-08-04T16:11:00.927473,MBA,False,False,115.383,8.08,0.101,52.23,3.124185796833042,2016.989825127341,2.473338360149182,3.775033233516903,318.9145350539121,142.9824991504545,242.9627553497254,True,False,,181 Eucharis (A878 Cb),"181 eucharis (a878 cb),181,asteroid",Asteroides
20000182,182 Elsa (A878 CC),"[182, '   182 Elsa (A878 CC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1866671236741711,2.005559239290883,,,,True,2025-08-04T16:11:00.927512,MBA,False,False,39.52,9.09,0.196,80.088,2.415766936938055,1371.453150423004,1.964822671352666,2.866711202523444,310.5561258062708,107.1640343189843,139.9305759827039,True,False,,182 Elsa (A878 Cc),"182 elsa (a878 cc),asteroid,182",Asteroides
20000183,183 Istria (A878 CD),"[183, '   183 Istria (A878 CD)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.3482494698035777,26.391537223515,,,,True,2025-08-04T16:11:00.927555,MBA,False,False,32.927,9.47,0.227,11.77,2.795359928425281,1707.084542049295,1.82187731544101,3.768842541409552,264.1069195885493,141.8328160958982,250.4828073051807,True,False,,183 Istria (A878 Cd),"asteroid,183,183 istria (a878 cd)",Asteroides
20000184,184 Dejopeja (A878 DA),"[184, '   184 Dejopeja (A878 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0591608600627598,1.129650535122571,,,,True,2025-08-04T16:11:00.927592,MBA,False,False,62.483,8.38,0.215,6.4416,3.192017974672279,2083.034290387019,3.003175445954879,3.38086050338968,217.9899791601423,330.1485192602046,305.3780379736149,True,False,,184 Dejopeja (A878 Da),"184 dejopeja (a878 da),184,asteroid",Asteroides
20000185,185 Eunike (A878 EA),"[185, '   185 Eunike (A878 EA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1270007457648166,23.25090776097782,,,,True,2025-08-04T16:11:00.927630,MBA,False,False,160.464,7.63,0.062,21.797,2.738975194660899,1655.695908383567,2.391123302307631,3.086827087014167,223.977229151706,153.7358595228005,303.4937884472996,True,False,,185 Eunike (A878 Ea),"asteroid,185,185 eunike (a878 ea)",Asteroides
20000186,186 Celuta (A878 GA),"[186, '   186 Celuta (A878 GA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1493227711969604,13.1846117762751,,,,True,2025-08-04T16:11:00.927666,MBA,False,False,49.99,9.09,0.1929,19.842,2.362082484974024,1325.992341767144,2.0093697825219,2.714795187426147,315.6472661565777,14.70858022150444,64.15712183811415,True,False,,186 Celuta (A878 Ga),"asteroid,186,186 celuta (a878 ga)",Asteroides
20000187,187 Lamberta (A878 GB),"[187, '   187 Lamberta (A878 GB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.239558525649426,10.57652908125365,,,,True,2025-08-04T16:11:00.927702,MBA,False,False,147.294,8.39,0.044,10.67,2.729258474414893,1646.893168631053,2.07544133816786,3.383075610661926,196.6676103474316,21.66643360789122,197.8400716238686,True,False,,187 Lamberta (A878 Gb),"187 lamberta (a878 gb),187,asteroid",Asteroides
20000188,188 Menippe (A878 MA),"[188, '   188 Menippe (A878 MA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1787114169934285,11.70273376163657,,,,True,2025-08-04T16:11:00.927739,MBA,False,False,35.752,9.29,0.242,11.98,2.762352928532491,1676.93864899871,2.268688922438503,3.256016934626479,69.68217194031806,240.8172116422374,314.5787608837381,True,False,,188 Menippe (A878 Ma),"188,asteroid,188 menippe (a878 ma)",Asteroides
20000189,189 Phthia (A878 RA),"[189, '   189 Phthia (A878 RA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0368749697085519,5.172901083201166,,,,True,2025-08-04T16:11:00.927787,MBA,False,False,38.49,9.38,0.17,22.346,2.451556970343905,1402.043253303378,2.361155881323684,2.541958059364126,169.8724326717604,203.3119793302345,77.31630704598471,True,False,,189 Phthia (A878 Ra),"asteroid,189,189 phthia (a878 ra)",Asteroides
20000191,191 Kolga (A878 SB),"[191, '   191 Kolga (A878 SB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0871166588311323,11.52039373523174,,,,True,2025-08-04T16:11:00.927859,MBA,False,False,94.536,9.09,0.046,17.604,2.89670159452967,1800.752657916144,2.644350629983431,3.149052559075908,226.5946664873872,159.1723019099244,246.882920187952,True,False,,191 Kolga (A878 Sb),"191 kolga (a878 sb),191,asteroid",Asteroides
20000192,192 Nausikaa (A879 DA),"[192, '   192 Nausikaa (A879 DA)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2453786358609678,6.795665237622473,,,,True,2025-08-04T16:11:00.927904,MBA,False,False,98.776,7.2,0.327,13.625,2.403176745255696,1360.745779882706,1.813488513772053,2.99286497673934,30.58683408635009,343.0823477781688,220.4573925018765,True,False,,192 Nausikaa (A879 Da),"192,asteroid,192 nausikaa (a879 da)",Asteroides
