id,name,alternative_names,object_type,is_planet,data_source,data_quality,mean_radius_km,mass_kg,density_g_cm3,gravity_m_s2,escape_velocity_km_s,avg_temperature_k,semimajor_axis_km,perihelion_km,aphelion_km,eccentricity,inclination_deg,discovered_by,discovery_date,has_image,clustering_enabled,last_updated,sbdb_class,is_neo,is_pha,diameter_km,absolute_magnitude_H,albedo,rotation_period_h,semimajor_axis_au,orbital_period_days,perihelion_distance_au,aphelion_distance_au,argument_periapsis_deg,longitude_ascending_node_deg,mean_anomaly_deg,has_orbital_data,is_anomaly,anomaly_type,display_name,search_keywords,ui_category
20005045,5045 Hoyin (1978 UL2),"[5045, '  5045 Hoyin (1978 UL2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.191941229182669,2.569248465190886,,,,True,2025-08-04T16:11:01.098435,MBA,False,False,,13.08,,,3.133365399834204,2025.885947620063,2.531943393511582,3.734787406156827,261.0807567476582,130.6059841533722,140.6493533999056,True,False,,5045 Hoyin (1978 Ul2),"asteroid,5045 hoyin (1978 ul2),5045",Asteroides
20005046,5046 Carletonmoore (1981 DQ),"[5046, '  5046 Carletonmoore (1981 DQ)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0672659817939122,13.36915185279765,,,,True,2025-08-04T16:11:01.098477,MBA,False,False,6.376,13.24,0.329,6.05,2.577560449489924,1511.512404803146,2.404178315221826,2.750942583758021,190.2628383088743,221.7632832192062,2.495478918086161,True,False,,5046 Carletonmoore (1981 Dq),"5046,asteroid,5046 carletonmoore (1981 dq)",Asteroides
20005047,5047 Zanda (1981 EO42),"[5047, '  5047 Zanda (1981 EO42)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.137846444655157,5.473228596087676,,,,True,2025-08-04T16:11:01.098514,MBA,False,False,6.047,13.48,0.253,3.810598,2.530396554518145,1470.216553314341,2.18159038591016,2.879202723126131,28.12878264870066,6.378474467897996,120.8115208455567,True,False,,5047 Zanda (1981 Eo42),"5047 zanda (1981 eo42),5047,asteroid",Asteroides
20005048,5048 Moriarty (1981 GC),"[5048, '  5048 Moriarty (1981 GC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.173791710013491,1.391526581392256,,,,True,2025-08-04T16:11:01.098551,MBA,False,False,10.77,13.34,0.062,232.891,2.626195493947776,1554.493837190463,2.169784488224867,3.082606499670685,272.3456161668707,301.5593321088971,112.4771012888752,True,False,,5048 Moriarty (1981 Gc),"5048,asteroid,5048 moriarty (1981 gc)",Asteroides
20005049,5049 Sherlock (1981 VC1),"[5049, '  5049 Sherlock (1981 VC1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1613635263409283,2.940298077356992,,,,True,2025-08-04T16:11:01.098588,MBA,False,False,5.042,13.64,0.329,5.4915,2.198531880261291,1190.686907442744,1.843769023289377,2.553294737233204,316.6077156867303,50.08644991857149,137.7059531469942,True,False,,5049 Sherlock (1981 Vc1),"5049 sherlock (1981 vc1),asteroid,5049",Asteroides
20005050,5050 Doctorwatson (1983 RD2),"[5050, '  5050 Doctorwatson (1983 RD2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1189098745815633,0.8662398059703279,,,,True,2025-08-04T16:11:01.098624,MBA,False,False,,13.76,,,2.40122028683823,1359.084416049423,2.11569148368759,2.68674908998887,139.5701036526779,263.7970303764112,33.21297181889063,True,False,,5050 Doctorwatson (1983 Rd2),"5050,5050 doctorwatson (1983 rd2),asteroid",Asteroides
20005051,5051 Ralph (1984 SM),"[5051, '  5051 Ralph (1984 SM)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1436468181247559,5.87543250832763,,,,True,2025-08-04T16:11:01.098660,MBA,False,False,4.591,13.76,0.401,,2.293657614858241,1268.794568057272,1.964180996616238,2.623134233100244,48.62183759850491,269.8249280774562,280.5577527661592,True,False,,5051 Ralph (1984 Sm),"5051,asteroid,5051 ralph (1984 sm)",Asteroides
20005052,5052 Nancyruth (1984 UT3),"[5052, '  5052 Nancyruth (1984 UT3)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.196307637019153,5.75327354123329,,,,True,2025-08-04T16:11:01.098697,MBA,False,False,4.583,14.58,0.193,17.204,2.257492016678659,1238.904303751684,1.814329093294869,2.700654940062449,35.9312061225992,327.4966388017456,358.6112612331347,True,False,,5052 Nancyruth (1984 Ut3),"5052,asteroid,5052 nancyruth (1984 ut3)",Asteroides
20005053,5053 Chladni (1985 FB2),"[5053, '  5053 Chladni (1985 FB2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1686102251417028,11.51263652198348,,,,True,2025-08-04T16:11:01.098733,MBA,False,False,9.587,13.58,0.074,8.2618,2.399200422215865,1357.369919569247,1.99467069886598,2.803730145565751,11.36623417901156,150.0905648030518,302.2295651791614,True,False,,5053 Chladni (1985 Fb2),"5053,asteroid,5053 chladni (1985 fb2)",Asteroides
20005054,5054 Keil (1986 AO2),"[5054, '  5054 Keil (1986 AO2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1481222672692385,7.45188462494773,,,,True,2025-08-04T16:11:01.098769,MBA,False,False,4.379,14.45,0.231,,2.453886510581591,1404.042120949354,2.090411277012846,2.817361744150337,85.91368401875032,354.9714060991674,111.8109470557389,True,False,,5054 Keil (1986 Ao2),"5054,5054 keil (1986 ao2),asteroid",Asteroides
20005055,5055 Opekushin (1986 PB5),"[5055, '  5055 Opekushin (1986 PB5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1630596563032602,2.901569047786307,,,,True,2025-08-04T16:11:01.098809,MBA,False,False,15.834,12.68,0.085,,3.095018353264881,1988.809885203578,2.590345724329227,3.599690982200535,174.812755400526,132.6480277976902,67.93775422195338,True,False,,5055 Opekushin (1986 Pb5),"5055 opekushin (1986 pb5),5055,asteroid",Asteroides
20005056,5056 Rahua (1986 RQ5),"[5056, '  5056 Rahua (1986 RQ5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2016680244690957,7.246072809821245,,,,True,2025-08-04T16:11:01.098851,MBA,False,False,7.27,13.63,0.309,,2.635193538944141,1562.489841202773,2.103759263851551,3.166627814036731,22.13524314743053,64.77673936419252,293.2355856797623,True,False,,5056 Rahua (1986 Rq5),"asteroid,5056,5056 rahua (1986 rq5)",Asteroides
20005057,5057 Weeks (1987 DC6),"[5057, '  5057 Weeks (1987 DC6)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1486826024807892,7.005136424488147,,,,True,2025-08-04T16:11:01.098889,MBA,False,False,16.372,12.58,0.126,12.2274,3.125893057172057,2018.643374574812,2.661127142355086,3.590658971989029,282.3442299973564,157.0388098333846,27.48517753423301,True,False,,5057 Weeks (1987 Dc6),"5057,asteroid,5057 weeks (1987 dc6)",Asteroides
20005058,5058 Tarrega (1987 OM),"[5058, '  5058 Tarrega (1987 OM)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2313466960882769,7.174932280527422,,,,True,2025-08-04T16:11:01.098926,MBA,False,False,5.822,13.96,0.163,4.9826,2.254080382712736,1236.096924584197,1.732606333454746,2.775554431970726,245.1079840322945,108.914322672285,32.33333262554967,True,False,,5058 Tarrega (1987 Om),"5058,5058 tarrega (1987 om),asteroid",Asteroides
20005059,5059 Saroma (1988 AF),"[5059, '  5059 Saroma (1988 AF)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1360721991935941,12.66152529964766,,,,True,2025-08-04T16:11:01.098962,MBA,False,False,9.51,12.49,0.257,4.074,2.592954742910672,1525.073700857168,2.240125688633357,2.945783797187988,157.9577823960126,295.1664525223007,358.4043712970939,True,False,,5059 Saroma (1988 Af),"5059,5059 saroma (1988 af),asteroid",Asteroides
20005060,5060 Yoneta (1988 BO5),"[5060, '  5060 Yoneta (1988 BO5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1916307362217265,1.969118229045902,,,,True,2025-08-04T16:11:01.098998,MBA,False,False,8.402,14.22,0.076,11.71,2.611686816185774,1541.629712162058,2.111207348819518,3.112166283552031,89.0288568561149,355.2167355038411,331.9545667881969,True,False,,5060 Yoneta (1988 Bo5),"5060 yoneta (1988 bo5),5060,asteroid",Asteroides
20005061,5061 McIntosh (1988 DJ),"[5061, '  5061 McIntosh (1988 DJ)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0677015206452647,8.738915680885677,,,,True,2025-08-04T16:11:01.099034,MBA,False,False,10.251,12.78,0.197,3.5113,3.06531293326901,1960.246347303928,2.857786586433101,3.272839280104918,208.9268148573808,240.5936647351107,34.17439194004681,True,False,,5061 Mcintosh (1988 Dj),"asteroid,5061 mcintosh (1988 dj),5061",Asteroides
20005062,5062 Glennmiller (1989 CZ),"[5062, '  5062 Glennmiller (1989 CZ)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1668950979614117,3.298799239046397,,,,True,2025-08-04T16:11:01.099073,MBA,False,False,4.217,13.94,0.407,9.243,2.259925266533691,1240.907882855353,1.882754817790081,2.637095715277301,14.99677389468878,19.25117622837884,315.1074063738024,True,False,,5062 Glennmiller (1989 Cz),"asteroid,5062 glennmiller (1989 cz),5062",Asteroides
20005063,5063 Monteverdi (1989 CJ5),"[5063, '  5063 Monteverdi (1989 CJ5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2275475857565286,1.535248511366634,,,,True,2025-08-04T16:11:01.099109,MBA,False,False,,14.16,,3.48,2.391209971690408,1350.594561297517,1.847095915595319,2.935324027785498,56.12799365584392,326.5529240093988,19.46539526075217,True,False,,5063 Monteverdi (1989 Cj5),"5063 monteverdi (1989 cj5),5063,asteroid",Asteroides
20005064,5064 Tanchozuru (1990 FS),"[5064, '  5064 Tanchozuru (1990 FS)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1851171705832763,6.558278256583734,,,,True,2025-08-04T16:11:01.099149,MBA,False,False,4.828,13.43,0.436,374.707,2.2523328854627,1234.659759376548,1.835387394494178,2.669278376431222,118.163646227375,156.9848325105046,51.88847010505368,True,False,,5064 Tanchozuru (1990 Fs),"5064,asteroid,5064 tanchozuru (1990 fs)",Asteroides
20005065,5065 Johnstone (1990 FP1),"[5065, '  5065 Johnstone (1990 FP1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0444512060059748,6.531907643513612,,,,True,2025-08-04T16:11:01.099184,MBA,False,False,13.069,13.35,0.058,,2.515396788423543,1457.163150362898,2.403584367594561,2.627209209252526,173.5927408094193,359.2280394263282,314.1462340437551,True,False,,5065 Johnstone (1990 Fp1),"5065,asteroid,5065 johnstone (1990 fp1)",Asteroides
20005067,5067 Occidental (1990 OX),"[5067, '  5067 Occidental (1990 OX)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0743038588639559,7.37120874311768,,,,True,2025-08-04T16:11:01.099229,MBA,False,False,,12.82,,,2.807766596837093,1718.461993455143,2.59913870390278,3.016394489771407,25.41694762851525,203.8273511212122,219.6576233179353,True,False,,5067 Occidental (1990 Ox),"5067,5067 occidental (1990 ox),asteroid",Asteroides
20005068,5068 Cragg (1990 TC),"[5068, '  5068 Cragg (1990 TC)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0581273846157113,11.64515905916156,,,,True,2025-08-04T16:11:01.099268,MBA,False,False,13.751,12.19,0.148,,3.033566088500891,1929.872502080682,2.85723282571742,3.209899351284361,215.1433919080981,208.3899979,128.0830338826716,True,False,,5068 Cragg (1990 Tc),"5068 cragg (1990 tc),5068,asteroid",Asteroides
20005069,5069 Tokeidai (1991 QB),"[5069, '  5069 Tokeidai (1991 QB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1328622480705329,5.002995742058417,,,,True,2025-08-04T16:11:01.099304,MBA,False,False,6.18,13.12,0.32,3.6632,2.250818374662463,1233.414656236721,1.951769585406345,2.549867163918581,81.33890855168289,178.8509928551099,45.54384450182216,True,False,,5069 Tokeidai (1991 Qb),"5069,asteroid,5069 tokeidai (1991 qb)",Asteroides
20005070,5070 Arai (1991 XT),"[5070, '  5070 Arai (1991 XT)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0594158575711463,5.997453679430938,,,,True,2025-08-04T16:11:01.099340,MBA,False,False,28.47,11.89,0.0792,53.0,3.109756964065279,2003.032982028873,2.924988087207496,3.294525840923062,193.9863921019483,339.3859322212848,335.4755343399069,True,False,,5070 Arai (1991 Xt),"5070 arai (1991 xt),asteroid,5070",Asteroides
20005071,5071 Schoenmaker (3099 T-2),"[5071, '  5071 Schoenmaker (3099 T-2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.183064073066871,10.09385811525353,,,,True,2025-08-04T16:11:01.099376,MBA,False,False,16.331,12.88,0.066,,3.179767230837497,2071.053991761285,2.59766609015582,3.761868371519175,297.4391530882825,168.4592457359699,292.5571796590534,True,False,,5071 Schoenmaker (3099 T-2),"5071,asteroid,5071 schoenmaker (3099 t-2)",Asteroides
20005072,5072 Hioki (1931 TS1),"[5072, '  5072 Hioki (1931 TS1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0830936678828651,2.013322874013175,,,,True,2025-08-04T16:11:01.099411,MBA,False,False,7.524,12.93,0.285,,2.910431928766789,1813.571140045297,2.668593464682155,3.152270392851424,1.961801037640475,10.84292043457799,309.0933864068316,True,False,,5072 Hioki (1931 Ts1),"5072,5072 hioki (1931 ts1),asteroid",Asteroides
20005073,5073 Junttura (1943 EN),"[5073, '  5073 Junttura (1943 EN)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1009065483809264,6.612113718583004,,,,True,2025-08-04T16:11:01.099447,MBA,False,False,,13.51,,6.1,2.226576998113274,1213.542538189892,2.0019007985293,2.451253197697249,184.1313922728859,14.5402243379307,233.8573030933657,True,False,,5073 Junttura (1943 En),"asteroid,5073,5073 junttura (1943 en)",Asteroides
20005074,5074 Goetzoertel (1949 QQ1),"[5074, '  5074 Goetzoertel (1949 QQ1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1011067314933941,8.547396213987984,,,,True,2025-08-04T16:11:01.099483,MBA,False,False,13.221,12.06,0.211,,2.993271246474406,1891.548745619365,2.690631374270221,3.295911118678591,85.71371564153858,309.5226156166298,171.792558382174,True,False,,5074 Goetzoertel (1949 Qq1),"5074,asteroid,5074 goetzoertel (1949 qq1)",Asteroides
20005075,5075 Goryachev (1969 TN4),"[5075, '  5075 Goryachev (1969 TN4)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1720890592365457,1.323342001087791,,,,True,2025-08-04T16:11:01.099524,MBA,False,False,4.839,13.79,0.3,373.0,2.414738930853296,1370.577830769984,1.99918877994089,2.830289081765702,184.5757004390395,261.5042944621888,246.8688716463706,True,False,,5075 Goryachev (1969 Tn4),"asteroid,5075 goryachev (1969 tn4),5075",Asteroides
20005076,5076 Lebedev-Kumach (1973 SG4),"[5076, '  5076 Lebedev-Kumach (1973 SG4)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2349462781003857,9.486937807404084,,,,True,2025-08-04T16:11:01.099566,MBA,False,False,4.743,13.37,0.495,3.215,2.41631694384947,1371.921543068217,1.848612271181139,2.984021616517802,219.9708932302826,189.4508961084552,241.1377905409048,True,False,,5076 Lebedev-Kumach (1973 Sg4),"5076 lebedev-kumach (1973 sg4),asteroid,5076",Asteroides
20005077,5077 Favaloro (1974 MG),"[5077, '  5077 Favaloro (1974 MG)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1831995274635086,5.491392946749544,,,,True,2025-08-04T16:11:01.099611,MBA,False,False,4.508,14.02,0.346,4.589,2.230245498591648,1216.542915860509,1.821665577122041,2.638825420061255,337.76425368,324.0597268469141,82.26518321136645,True,False,,5077 Favaloro (1974 Mg),"asteroid,5077,5077 favaloro (1974 mg)",Asteroides
20005078,5078 Solovjev-Sedoj (1974 SW),"[5078, '  5078 Solovjev-Sedoj (1974 SW)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.214767129349181,2.851640246103143,,,,True,2025-08-04T16:11:01.099652,MBA,False,False,7.937,13.97,0.08,,2.667704775596969,1591.494258643575,2.094769478990907,3.240640072203032,124.5087667513408,224.3454400766811,225.8022609129662,True,False,,5078 Solovjev-Sedoj (1974 Sw),"5078 solovjev-sedoj (1974 sw),asteroid,5078",Asteroides
20005079,5079 Brubeck (1975 DB),"[5079, '  5079 Brubeck (1975 DB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.2055284802136859,10.77689558360916,,,,True,2025-08-04T16:11:01.099689,MBA,False,False,16.5,13.13,0.0592,,2.640916376803566,1567.582481774406,2.098132847507695,3.183699906099436,245.7577149662577,268.9696052551121,255.3933510796476,True,False,,5079 Brubeck (1975 Db),"5079 brubeck (1975 db),asteroid,5079",Asteroides
20005080,5080 Oja (1976 EB),"[5080, '  5080 Oja (1976 EB)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1238239489880492,5.450621985103717,,,,True,2025-08-04T16:11:01.099726,MBA,False,False,7.766,12.73,0.218,7.222,2.241830123495198,1226.033897046062,1.964237864643657,2.519422382346739,89.50366722392863,344.7441842062401,298.5367878577005,True,False,,5080 Oja (1976 Eb),"5080,asteroid,5080 oja (1976 eb)",Asteroides
20005081,5081 Sanguin (1976 WC1),"[5081, '  5081 Sanguin (1976 WC1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1150369199497906,13.20077639826635,,,,True,2025-08-04T16:11:01.099763,MBA,False,False,17.464,12.76,0.034,10.26,2.318547802577743,1289.503450077106,2.051829204612844,2.585266400542641,163.5354506458781,83.17290263857006,40.30156237525589,True,False,,5081 Sanguin (1976 Wc1),"5081,5081 sanguin (1976 wc1),asteroid",Asteroides
20005082,5082 Nihonsyoki (1977 DN4),"[5082, '  5082 Nihonsyoki (1977 DN4)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1279442825643125,2.952030409333435,,,,True,2025-08-04T16:11:01.099799,MBA,False,False,13.338,13.12,0.073,,3.129384134798487,2022.026027720906,2.728997326803552,3.529770942793421,54.43270860066465,103.2103970949812,242.2303475227934,True,False,,5082 Nihonsyoki (1977 Dn4),"5082,5082 nihonsyoki (1977 dn4),asteroid",Asteroides
20005083,5083 Irinara (1977 EV),"[5083, '  5083 Irinara (1977 EV)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0767627356260081,14.75410531252859,,,,True,2025-08-04T16:11:01.099836,MBA,False,False,8.242,12.69,0.295,,2.554741003882595,1491.484500933847,2.358632095608633,2.750849912156557,239.2698328866339,321.1599683678294,261.551124835473,True,False,,5083 Irinara (1977 Ev),"5083 irinara (1977 ev),asteroid,5083",Asteroides
20005084,5084 Gnedin (1977 FN1),"[5084, '  5084 Gnedin (1977 FN1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1016144063318299,7.43378196072365,,,,True,2025-08-04T16:11:01.099872,MBA,False,False,17.822,12.45,0.087,35.785,3.147947613502649,2040.044643909705,2.828070785592877,3.467824441412422,113.9224075094297,41.90957386074189,256.5653856290756,True,False,,5084 Gnedin (1977 Fn1),"5084 gnedin (1977 fn1),asteroid,5084",Asteroides
20005085,5085 Hippocrene (1977 NN),"[5085, '  5085 Hippocrene (1977 NN)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1790955911744907,4.85390721238921,,,,True,2025-08-04T16:11:01.099910,MBA,False,False,4.018,14.31,0.33,,2.255922231129561,1237.612288588873,1.851896505501736,2.659947956757386,354.4893251001805,317.0557507597902,33.00530959225872,True,False,,5085 Hippocrene (1977 Nn),"asteroid,5085 hippocrene (1977 nn),5085",Asteroides
20005086,5086 Demin (1978 RH1),"[5086, '  5086 Demin (1978 RH1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1141753261815205,3.393098349214343,,,,True,2025-08-04T16:11:01.099946,MBA,False,False,4.236,14.02,0.247,13.16422,2.17644133899452,1172.786278785578,1.927945439199875,2.424937238789165,82.78196039698066,183.0845816003528,264.7444176985924,True,False,,5086 Demin (1978 Rh1),"5086 demin (1978 rh1),asteroid,5086",Asteroides
20005087,5087 Emel'yanov (1978 RM2),"[5087, ""  5087 Emel'yanov (1978 RM2)""]",Asteroid,,SBDB,Primary,,,,,,,,,,0.0073085515325238,4.90373158948914,,,,True,2025-08-04T16:11:01.099986,MBA,False,False,13.132,13.28,0.051,14.5,2.747205577477388,1663.164345696751,2.727127483943958,2.767283671010819,164.3834290443602,190.7925579060849,98.09175631505016,True,False,,5087 Emel'Yanov (1978 Rm2),"5087 emel'yanov (1978 rm2),5087,asteroid",Asteroides
20005088,5088 Tancredi (1979 QZ1),"[5088, '  5088 Tancredi (1979 QZ1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1581183539112589,0.5821475976036451,,,,True,2025-08-04T16:11:01.100028,MBA,False,False,15.939,12.69,0.07,5.0591,3.107195459318524,2000.558646324742,2.615890828010541,3.598500090626508,83.60958910044583,5.537180421035242,11.54726994176199,True,False,,5088 Tancredi (1979 Qz1),"5088,5088 tancredi (1979 qz1),asteroid",Asteroides
20005089,5089 Nadherna (1979 SN),"[5089, '  5089 Nadherna (1979 SN)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0782134940181712,13.03178508441702,,,,True,2025-08-04T16:11:01.100073,MBA,False,False,8.905,12.71,0.284,13.031,2.793791880985801,1705.648368786488,2.575279656414303,3.0123041055573,130.7992058679676,344.9718501267187,168.0514993405507,True,False,,5089 Nadherna (1979 Sn),"5089,5089 nadherna (1979 sn),asteroid",Asteroides
20005090,5090 Wyeth (1980 CG),"[5090, '  5090 Wyeth (1980 CG)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.292949362393584,9.584807195785729,,,,True,2025-08-04T16:11:01.100111,MBA,False,False,7.282,13.04,0.304,3.1203,2.529500400899885,1469.435594759936,1.788484871281948,3.270515930517822,231.1742322338922,144.373729776324,161.5237835645977,True,False,,5090 Wyeth (1980 Cg),"asteroid,5090,5090 wyeth (1980 cg)",Asteroides
20005091,5091 Isakovskij (1981 SD4),"[5091, '  5091 Isakovskij (1981 SD4)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0108943568283306,3.205897561324746,,,,True,2025-08-04T16:11:01.100148,MBA,False,False,14.319,12.74,0.071,13.62,2.783180169155868,1695.939708514759,2.752859211275551,2.813501127036186,335.4146319903107,269.829030517182,247.5309745946399,True,False,,5091 Isakovskij (1981 Sd4),"5091 isakovskij (1981 sd4),5091,asteroid",Asteroides
20005092,5092 Manara (1982 FJ),"[5092, '  5092 Manara (1982 FJ)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.057827010983103,16.10065947837805,,,,True,2025-08-04T16:11:01.100184,MBA,False,False,24.573,11.95,0.069,6.42493,3.196895620643758,2087.810665866427,3.012028702476957,3.381762538810558,194.20877014884,359.1025646791251,189.3221172855465,True,False,,5092 Manara (1982 Fj),"5092,5092 manara (1982 fj),asteroid",Asteroides
20005093,5093 Svirelia (1982 TG1),"[5093, '  5093 Svirelia (1982 TG1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1664885614633154,12.71105146728528,,,,True,2025-08-04T16:11:01.100220,MBA,False,False,7.889,12.92,0.179,2.80879,2.663752093420785,1587.95844372735,2.220267839292264,3.107236347549307,192.1958517184138,215.8649072136454,272.3164143920051,True,False,,5093 Svirelia (1982 Tg1),"5093,5093 svirelia (1982 tg1),asteroid",Asteroides
20005094,5094 Seryozha (1982 UT6),"[5094, '  5094 Seryozha (1982 UT6)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0833201415964121,1.653978962116914,,,,True,2025-08-04T16:11:01.100256,MBA,False,False,,13.29,,,2.83915641254963,1747.360062755908,2.602597498241634,3.075715326857627,350.0173459281968,357.7280694192625,8.652522768373412,True,False,,5094 Seryozha (1982 Ut6),"5094,5094 seryozha (1982 ut6),asteroid",Asteroides
20005095,5095 Escalante (1983 NL),"[5095, '  5095 Escalante (1983 NL)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.216410616739703,14.59116826787378,,,,True,2025-08-04T16:11:01.100295,MBA,False,False,6.431,13.56,0.097,8.5364,2.431704074279799,1385.046998690323,1.905457495836459,2.957950652723139,188.0408808990733,146.800767760784,350.4664997889335,True,False,,5095 Escalante (1983 Nl),"5095 escalante (1983 nl),asteroid,5095",Asteroides
20005096,5096 Luzin (1983 RC5),"[5096, '  5096 Luzin (1983 RC5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1494581295090381,7.245214678603173,,,,True,2025-08-04T16:11:01.100331,MBA,False,False,6.874,13.2,0.284,3.054,2.351261595141301,1316.891068785099,1.999846435145045,2.702676755137557,109.7175192083231,323.2588591364375,142.1824793960917,True,False,,5096 Luzin (1983 Rc5),"asteroid,5096 luzin (1983 rc5),5096",Asteroides
20005097,5097 Axford (1983 TW1),"[5097, '  5097 Axford (1983 TW1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.227054046433087,3.896882862761154,,,,True,2025-08-04T16:11:01.100372,MBA,False,False,12.558,13.51,0.059,,2.598032569250107,1529.55575912823,2.00813876163692,3.187926376863293,182.3025662193094,123.9255485246126,25.54817255076098,True,False,,5097 Axford (1983 Tw1),"5097 axford (1983 tw1),asteroid,5097",Asteroides
20005098,5098 Tomsolomon (1985 CH2),"[5098, '  5098 Tomsolomon (1985 CH2)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0750575752740459,9.652870890221644,,,,True,2025-08-04T16:11:01.100414,MBA,False,False,5.624,13.54,0.267,4.59,2.570293024939308,1505.124355311967,2.377373062743571,2.763212987135045,327.6006537494728,153.0905746442155,289.2234749297775,True,False,,5098 Tomsolomon (1985 Ch2),"asteroid,5098 tomsolomon (1985 ch2),5098",Asteroides
20005099,5099 Iainbanks (1985 DY1),"[5099, '  5099 Iainbanks (1985 DY1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.0516265474193683,1.182440558315837,,,,True,2025-08-04T16:11:01.100452,MBA,False,False,6.18,13.31,0.243,,2.485106809941821,1430.922181797248,2.356809325376164,2.613404294507478,287.8009045980592,81.08289927999705,252.3691267841849,True,False,,5099 Iainbanks (1985 Dy1),"5099 iainbanks (1985 dy1),5099,asteroid",Asteroides
20005100,5100 Pasachoff (1985 GW),"[5100, '  5100 Pasachoff (1985 GW)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1315776196043743,7.707503908530198,,,,True,2025-08-04T16:11:01.100488,MBA,False,False,11.425,13.74,0.055,10.3246,2.471405518650761,1419.104721693641,2.14622386342958,2.796587173871942,39.35996306195672,101.3188612760353,162.3466293334306,True,False,,5100 Pasachoff (1985 Gw),"asteroid,5100,5100 pasachoff (1985 gw)",Asteroides
20005101,5101 Akhmerov (1985 UB5),"[5101, '  5101 Akhmerov (1985 UB5)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1121340801858734,10.69800400371464,,,,True,2025-08-04T16:11:01.100524,MBA,False,False,11.012,12.62,0.192,4.27,3.008029158489259,1905.555005452625,2.670726575629779,3.345331741348739,173.555572303365,205.682279373565,230.9688460302312,True,False,,5101 Akhmerov (1985 Ub5),"5101,asteroid,5101 akhmerov (1985 ub5)",Asteroides
20005102,5102 Benfranklin (1986 RD1),"[5102, '  5102 Benfranklin (1986 RD1)']",Asteroid,,SBDB,Primary,,,,,,,,,,0.1957628867648965,8.107351776120295,,,,True,2025-08-04T16:11:01.100560,MBA,False,False,16.727,12.81,0.041,,2.80178812258441,1712.976329179133,2.253301991603686,3.350274253565134,53.49158875541886,317.1558006158431,68.76271281873784,True,False,,5102 Benfranklin (1986 Rd1),"5102 benfranklin (1986 rd1),asteroid,5102",Asteroides
