id,name,alternative_names,object_type,is_planet,data_source,data_quality,mean_radius_km,mass_kg,density_g_cm3,gravity_m_s2,escape_velocity_km_s,avg_temperature_k,semimajor_axis_km,perihelion_km,aphelion_km,eccentricity,inclination_deg,discovered_by,discovery_date,has_image,clustering_enabled,last_updated,sbdb_class,is_neo,is_pha,diameter_km,absolute_magnitude_H,albedo,rotation_period_h,semimajor_axis_au,orbital_period_days,perihelion_distance_au,aphelion_distance_au,argument_periapsis_deg,longitude_ascending_node_deg,mean_anomaly_deg,has_orbital_data,is_anomaly,anomaly_type,display_name,search_keywords,ui_category,rarity_score
20001474,1474 Beira (1935 QY),"[1474, '  1474 Beira (1935 QY)']",NEO,,SBDB,Primary,,,,,,,,,,0.4885757491381661,26.67390285813523,,,,True,2025-08-04T16:11:00.780233,MCA,False,False,,12.35,,4.184,2.737394474493461,1654.262809825476,1.399969918431142,4.074819030555781,84.13546894514687,323.3276853810948,269.5712196339111,True,True,DBSCAN_Outlier,1474 Beira (1935 Qy),"neo,1474,anomaly,unusual,rare,1474 beira (1935 qy)",Objetos Cercanos,0.0
20001508,1508 Kemi (1938 UP),"[1508, '  1508 Kemi (1938 UP)']",NEO,,SBDB,Primary,,,,,,,,,,0.4191763439010763,28.73043474830906,,,,True,2025-08-04T16:11:00.781509,MCA,False,False,,12.21,,9.196,2.767863338443934,1681.958948584516,1.607640503817178,3.928086173070689,93.55398396122692,13.81555970256231,232.1543418957893,True,True,DBSCAN_Outlier,1508 Kemi (1938 Up),"1508 kemi (1938 up),1508,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001566,1566 Icarus (1949 MA),"[1566, '  1566 Icarus (1949 MA)']",NEO,,SBDB,Primary,,,,,,,,,,0.8269970440363614,22.80383949035125,,,,True,2025-08-04T16:11:00.784225,APO,True,True,1.0,16.53,0.51,2.2726,1.077993758749296,408.8112104196057,0.1864961067739817,1.969491410724611,31.43598851921724,87.95308119193021,336.971365740627,True,True,DBSCAN_Outlier,1566 Icarus (1949 Ma),"1566,pha,potentially hazardous,near earth,neo,anomaly,1566 icarus (1949 ma),unusual,rare",Objetos Cercanos,0.3
20001580,1580 Betulia (1950 KA),"[1580, '  1580 Betulia (1950 KA)']",NEO,,SBDB,Primary,,,,,,,,,,0.4876215452417529,52.18774063344868,,,,True,2025-08-04T16:11:00.784797,AMO,True,False,5.8,14.62,0.08,6.1324,2.195302581957931,1188.064472710675,1.124825744670395,3.265779419245468,159.7290128321779,62.22733001479599,19.64294272310327,True,True,DBSCAN_Outlier,1580 Betulia (1950 Ka),"near earth,neo,anomaly,1580,unusual,rare,1580 betulia (1950 ka)",Objetos Cercanos,0.0
20001585,1585 Union (1947 RG),"[1585, '  1585 Union (1947 RG)']",NEO,,SBDB,Primary,,,,,,,,,,0.3085414550230151,26.17193436528854,,,,True,2025-08-04T16:11:00.784981,MBA,False,False,55.271,10.31,0.031,12.798,2.929618237529394,1831.533947343452,2.025709563860114,3.833526911198673,264.2124223014204,150.0682991388129,135.5918192400692,True,True,DBSCAN_Outlier,1585 Union (1947 Rg),"1585 union (1947 rg),1585,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001620,1620 Geographos (1951 RA),"[1620, '  1620 Geographos (1951 RA)']",NEO,,SBDB,Primary,,,,,,,,,,0.3356379546214706,13.33583532561431,,,,True,2025-08-04T16:11:00.786287,APO,True,True,2.56,15.27,0.29,5.22204,1.245661499800686,507.8067734392566,0.8275702218568705,1.663752777744502,277.0026344334289,337.1486100384453,71.15105828536672,True,True,DBSCAN_Outlier,1620 Geographos (1951 Ra),"pha,potentially hazardous,1620 geographos (1951 ra),near earth,1620,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001627,1627 Ivar (1929 SH),"[1627, '  1627 Ivar (1929 SH)']",NEO,,SBDB,Primary,,,,,,,,,,0.3972474665970576,8.456136476887867,,,,True,2025-08-04T16:11:00.786555,AMO,True,False,9.12,12.79,0.15,4.795,1.863027539433257,928.8109760487464,1.122944569192846,2.603110509673669,167.8416830990044,133.0747743852537,233.9316031199976,True,True,DBSCAN_Outlier,1627 Ivar (1929 Sh),"1627,near earth,neo,anomaly,1627 ivar (1929 sh),unusual,rare",Objetos Cercanos,0.0
20001685,1685 Toro (1948 OA),"[1685, '  1685 Toro (1948 OA)']",NEO,,SBDB,Primary,,,,,,,,,,0.4360388253134502,9.381908106861054,,,,True,2025-08-04T16:11:00.788878,APO,True,False,3.4,14.28,0.31,10.1995,1.367883881478552,584.3489593438653,0.7714334006334416,1.964334362323663,127.2785904967224,274.20849457819,319.4620613496753,True,True,DBSCAN_Outlier,1685 Toro (1948 Oa),"1685,near earth,neo,anomaly,unusual,rare,1685 toro (1948 oa)",Objetos Cercanos,0.0
20001862,1862 Apollo (1932 HA),"[1862, '  1862 Apollo (1932 HA)']",NEO,,SBDB,Primary,,,,,,,,,,0.5598464936018323,6.352185783539661,,,,True,2025-08-04T16:11:00.795902,APO,True,True,1.5,16.08,0.25,3.065,1.470718674656975,651.4676238253429,0.6473419815755338,2.294095367738417,286.0250458673909,35.55703413605983,3.399359758420606,True,True,DBSCAN_Outlier,1862 Apollo (1932 Ha),"pha,potentially hazardous,near earth,1862 apollo (1932 ha),neo,1862,anomaly,unusual,rare",Objetos Cercanos,0.0
20001863,1863 Antinous (1948 EA),"[1863, '  1863 Antinous (1948 EA)']",NEO,,SBDB,Primary,,,,,,,,,,0.60632424970856,18.35871578711857,,,,True,2025-08-04T16:11:00.795940,APO,True,False,2.1,15.46,0.24,7.453,2.261087587826247,1241.865338693286,0.8901353526121598,3.632039823040333,268.901806533281,345.6895629428679,231.6748469914984,True,True,DBSCAN_Outlier,1863 Antinous (1948 Ea),"near earth,1863 antinous (1948 ea),neo,anomaly,1863,unusual,rare",Objetos Cercanos,0.0
20001864,1864 Daedalus (1971 FA),"[1864, '  1864 Daedalus (1971 FA)']",NEO,,SBDB,Primary,,,,,,,,,,0.6143747649580364,22.21466822901931,,,,True,2025-08-04T16:11:00.795977,APO,True,False,3.7,14.84,0.273,8.572,1.460881510207671,644.9423793720721,0.5633527757422918,2.35841024467305,325.6621082959442,6.600868219588278,145.9155250122742,True,True,DBSCAN_Outlier,1864 Daedalus (1971 Fa),"near earth,1864 daedalus (1971 fa),1864,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001865,1865 Cerberus (1971 UA),"[1865, '  1865 Cerberus (1971 UA)']",NEO,,SBDB,Primary,,,,,,,,,,0.4668522298549034,16.10139880372478,,,,True,2025-08-04T16:11:00.796015,APO,True,False,1.2,16.79,0.22,6.8039,1.079958941003393,409.929613790527,0.5757777012442187,1.584140180762566,325.2933513445654,212.8851939844074,144.0257174427442,True,True,DBSCAN_Outlier,1865 Cerberus (1971 Ua),"near earth,1865 cerberus (1971 ua),1865,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001866,1866 Sisyphus (1972 XA),"[1866, '  1866 Sisyphus (1972 XA)']",NEO,,SBDB,Primary,,,,,,,,,,0.5380672679973022,41.20711450673809,,,,True,2025-08-04T16:11:00.796060,APO,True,False,8.48,12.48,0.15,2.4,1.893625005051852,951.7861843447964,0.8747273719722243,2.912522638131479,293.1098691865537,63.45254479306104,64.98473425371212,True,True,DBSCAN_Outlier,1866 Sisyphus (1972 Xa),"near earth,1866 sisyphus (1972 xa),neo,anomaly,unusual,rare,1866",Objetos Cercanos,0.0
20001915,1915 Quetzalcoatl (1953 EA),"[1915, '  1915 Quetzalcoatl (1953 EA)']",NEO,,SBDB,Primary,,,,,,,,,,0.5702617900147232,20.3989349511953,,,,True,2025-08-04T16:11:00.798021,AMO,True,False,0.5,18.38,0.21,4.9,2.544917681590535,1482.890338277411,1.093648369046597,3.996186994134474,347.7533639371136,162.9261754395161,333.0615626387657,True,True,DBSCAN_Outlier,1915 Quetzalcoatl (1953 Ea),"1915,near earth,rare,neo,anomaly,1915 quetzalcoatl (1953 ea),unusual",Objetos Cercanos,0.0
20001916,1916 Boreas (1953 RA),"[1916, '  1916 Boreas (1953 RA)']",NEO,,SBDB,Primary,,,,,,,,,,0.4493028401863036,12.87668922472011,,,,True,2025-08-04T16:11:00.798062,AMO,True,False,3.5,14.92,,3.4746,2.273154349612403,1251.819797274723,1.251819644149701,3.294489055075106,335.8492051951595,340.5977290554227,337.5840996184835,True,True,DBSCAN_Outlier,1916 Boreas (1953 Ra),"near earth,1916 boreas (1953 ra),neo,anomaly,1916,unusual,rare",Objetos Cercanos,0.0
20001917,1917 Cuyo (1968 AA),"[1917, '  1917 Cuyo (1968 AA)']",NEO,,SBDB,Primary,,,,,,,,,,0.5056261748498805,23.96047267571335,,,,True,2025-08-04T16:11:00.798099,AMO,True,False,5.7,14.38,0.195,2.689,2.148996910593281,1150.673505782372,1.06240782292579,3.235585998260772,194.5550282310045,188.2748645025707,97.50503539996105,True,True,DBSCAN_Outlier,1917 Cuyo (1968 Aa),"near earth,neo,1917 cuyo (1968 aa),anomaly,unusual,rare,1917",Objetos Cercanos,0.0
20001921,1921 Pala (1973 SE),"[1921, '  1921 Pala (1973 SE)']",NEO,,SBDB,Primary,,,,,,,,,,0.3839226734231787,19.07239322283811,,,,True,2025-08-04T16:11:00.798252,OMB,False,False,,14.86,,,3.310033889766179,2199.617100448363,2.039236829685825,4.580830949846534,20.45481520806965,351.8381261349033,263.8554272747191,True,True,DBSCAN_Outlier,1921 Pala (1973 Se),"1921,1921 pala (1973 se),neo,anomaly,unusual,rare",Objetos Cercanos,0.0
20001922,1922 Zulu (1949 HC),"[1922, '  1922 Zulu (1949 HC)']",NEO,,SBDB,Primary,,,,,,,,,,0.4819467683599899,35.4308756751275,,,,True,2025-08-04T16:11:00.798289,OMB,False,False,20.561,12.35,0.055,18.64,3.23595839427296,2126.19366848094,1.676398703605725,4.795518084940195,31.33999080743045,226.5197051972557,336.4946837668888,True,True,DBSCAN_Outlier,1922 Zulu (1949 Hc),"1922 zulu (1949 hc),1922,neo,anomaly,unusual,rare",Objetos Cercanos,0.0
