id,name,englishName,isPlanet,moons,semimajorAxis,perihelion,aphelion,eccentricity,inclination,mass,vol,density,gravity,escape,meanRadius,aroundPlanet,discoveredBy,discoveryDate,axialTilt,avgTemp,mainAnomaly,argPeriapsis,longAscNode,bodyType,mass_value,mass_exponent,mass_kg,vol_value,vol_exponent,vol_km3,moon_count
eukelade,Eukéladé,Eukelade,False,,23661000,0,0,0.272,165.5,{},,1.0,0.0,0.0,4.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
cyllene,Cyllène,Cyllene,False,,24349000,0,0,0.319,149.3,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
core,Coré,Kore,False,,24543000,0,0,0.325,145.0,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
herse,Hersé,Herse,False,,23097000,0,0,0.2,164.2,{},,1.0,0.0,0.0,2.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j2,S/2003 J 2,S/2003 J 2,False,,28570410,0,0,0.38,151.8,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
eupheme,Euphémé,Eupheme,False,,21199710,0,0,0.253,148.0,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j4,S/2003 J 4,S/2003 J 4,False,,23257920,0,0,0.204,144.9,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
eirene,Eiréné,Eirene,False,,23731770,0,0,0.22,163.1,{},,1.0,0.0,0.0,2.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j9,S/2003 J 9,S/2003 J 9,False,,22441680,0,0,0.269,164.5,{},,1.0,0.0,0.0,0.5,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j10,S/2003 J 10,S/2003 J 10,False,,22896000,0,0,0.214,164.1,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j12,S/2003 J 12,S/2003 J 12,False,,21557740,0,0,0.376,145.8,{},,1.0,0.0,0.0,0.5,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
philophrosyne,Philophrosyne,Philophrosyne,False,,22819950,0,0,0.194,143.6,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j16,S/2003 J 16,S/2003 J 16,False,,21000000,0,0,0.23,148.5,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j18,S/2003 J 18,S/2003 J 18,False,,20274000,0,0,0.105,146.4,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j19,S/2003 J 19,S/2003 J 19,False,,22800000,0,0,0.334,162.9,{},,1.0,0.0,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2003j23,S/2003 J 23,S/2003 J 23,False,,24055500,0,0,0.309,149.2,{},,1.0,0.00081,0.0,1.0,{},"Scott S. Sheppard, David C. Jewitt",2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
mimas,Mimas,Mimas,False,,185539,181770,189270,0.0202,1.53,{},,1.15,0.0,0.0,396.4,{},William Herschel,17/09/1789,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
encelade,Encelade,Enceladus,False,,238042,236830,239066,0.0045,0.0,{},,1.61,0.0,0.0,504.2,{},William Herschel,28/08/1789,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
tethys,Téthys,Tethys,False,,294672,294589,294648,0.0001,1.86,{},,0.985,0.0,0.0,1066.0,{},Jean-Dominique Cassini,21/03/1684,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
dione,Dioné,Dione,False,,377420,376580,378260,0.0022,0.002,{},,1.48,0.0,0.0,1123.4,{},Jean-Dominique Cassini,21/03/1684,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
rhea,Rhéa,Rhea,False,,527068,526543,527597,0.001,0.35,{},,1.24,0.0,0.0,1528.6,{},Jean-Dominique Cassini,23/12/1672,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
titan,Titan,Titan,False,,1221865,1186680,1257060,0.0292,0.33,{},,1.88,0.0,0.0,2575.0,{},Christian Huygens,25/03/1655,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
hyperion,Hypérion,Hyperion,False,,1500933,1466112,1535756,0.123,0.43,{},,0.55,0.0,0.0,266.0,{},"William Cranch Bond, George Phillips Bond",16/09/1848,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
japet,Japet,Iapetus,False,,3560854,3460068,3661612,0.0283,14.72,{},,1.09,0.0,0.0,1471.2,{},Jean-Dominique Cassini,25/10/1671,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
phoebe,Phœbé,Phoebe,False,,12944300,0,0,0.164,174.8,{},,1.64,0.0,0.0,214.4,{},William Henry Pickering,17/03/1899,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
janus,Janus,Janus,False,,151500,0,0,0.007,0.14,{},,0.63,0.0,0.0,89.5,{},Audouin Dollfus,15/12/1966,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
epimethee,Epiméthée,Epimetheus,False,,151400,0,0,0.009,0.34,{},,0.64,0.0,0.0,113.4,{},Richard L. Walker,18/12/1966,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
helene,Hélène,Helene,False,,377396,0,0,0.0022,0.199,,,1.3,0.0,0.0,17.6,{},"Pierre Laques, Raymond Despiau, Jean Lecacheux",01/03/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
telesto,Télesto,Telesto,False,,294720,0,0,0.001,1.158,{},,1.0,0.0,0.0,12.4,{},"Bradford A. Smith, Harold J. Reitsema, Stephen M. Larson, John W. Fountain",08/04/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
calypso,Calypso,Calypso,False,,294720,0,0,0.001,1.473,{},,1.0,0.0,0.0,10.7,{},"Dan Pascu, P. Kenneth Seidelmann, William A. Baum, Douglas Currie",13/03/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
atlas,Atlas,Atlas,False,,137700,0,0,0.0,0.3,{},,0.5,0.0,0.0,15.1,{},Richard J. Terrile,12/11/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
promethee,Prométhée,Prometheus,False,,139400,0,0,0.00204,0.0,{},,0.48,0.0,0.0,43.1,{},"Stewart A. Collins, D. Carlson",??/10/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
pandore,Pandore,Pandora,False,,141700,0,0,0.0042,0.0,{},,0.49,0.0,0.0,40.7,{},Stewart A. Collins,??/10/1980,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
pan,Pan,Pan,False,,133600,0,0,0.0,0.0,{},,0.42,0.0,0.0,14.1,{},Mark R. Showalter,22/08/1981,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
ymir,Ymir,Ymir,False,,23040000,0,0,0.187,167.9,{},,1.0,0.0,0.0,9.0,{},Brett J. Gladman,07/08/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
paaliaq,Paaliaq,Paaliaq,False,,15200000,6908035,23139965,0.364,47.2,{},,1.0,0.0,0.0,10.0,{},"John J. Kavelaars, Brett J. Gladman",07/08/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
tarvos,Tarvos,Tarvos,False,,17983000,0,0,0.531,33.8,{},,1.0,0.0,0.0,7.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
ijiraq,Ijiraq,Ijiraq,False,,11124000,0,0,0.316,49.1,{},,1.0,0.0,0.0,5.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
suttungr,Suttungr,Suttungr,False,,19459000,0,0,0.114,175.8,{},,1.0,0.0,0.0,3.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
kiviuq,Kiviuq,Kiviuq,False,,11111000,0,0,0.334,48.7,{},,1.0,0.0,0.0,7.0,{},Brett J. Gladman,07/08/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
mundilfari,Mundilfari,Mundilfari,False,,18685000,0,0,0.21,169.4,{},,1.0,0.0,0.0,3.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
albiorix,Albiorix,Albiorix,False,,16182000,0,0,0.469,34.0,{},,1.0,0.0,0.0,13.0,{},"John J. Kavelaars, Brett J. Gladman",09/11/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
skathi,Skathi,Skathi,False,,15541000,0,0,0.27,148.5,{},,1.0,0.0,0.0,3.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
erriapo,Erriapo,Erriapus,False,,17343000,0,0,0.474,34.6,{},,1.0,0.0,0.0,4.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
siarnaq,Siarnaq,Siarnaq,False,,17531000,0,0,0.295,45.6,{},,1.0,0.0,0.0,16.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
thrymr,Thrymr,Thrymr,False,,20474000,0,0,0.47,175.0,{},,1.0,0.0,0.0,3.0,{},"John J. Kavelaars, Brett J. Gladman",23/09/2000,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
narvi,Narvi,Narvi,False,,19007000,0,0,0.431,145.8,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna",05/02/2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
methone,Méthone,Methone,False,,194000,194421,194459,0.0001,0.0,{},,1.0,0.0,0.0,1.6,{},"Carolyn C. Porco, Sébastien Charnoz",01/06/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
pallene,Pallène,Pallene,False,,211000,0,0,0.004,0.0,{},,1.0,0.0,0.0,2.5,{},"Carolyn C. Porco, Sébastien Charnoz",01/06/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
pollux,Pollux,Polydeuces,False,,377390,0,0,0.018,0.1705,{},,1.0,0.0,0.0,2.0,{},Carolyn C. Porco,21/10/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
daphnis,Daphnis,Daphnis,False,,136500,0,0,0.0,0.0,{},,0.34,0.0,0.0,3.8,{},Carolyn C. Porco,01/05/2009,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
aegir,Aegir,Aegir,False,,20735000,0,0,0.252,166.7,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
bebhionn,Bebhionn,Bebhionn,False,,17119000,0,0,0.469,35.0,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
bergelmir,Bergelmir,Bergelmir,False,,19338000,0,0,0.142,158.5,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
bestla,Bestla,Bestla,False,,20129000,0,0,0.521,145.2,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",13/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
farbauti,Farbauti,Farbauti,False,,20390000,0,0,0.206,156.4,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
fenrir,Fenrir,Fenrir,False,,22453000,0,0,0.136,164.9,{},,1.0,0.0,0.0,2.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",13/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
fornjot,Fornjot,Fornjot,False,,25108000,0,0,0.206,170.4,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
hati,Hati,Hati,False,,19856000,0,0,0.372,165.8,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
hyrrokkin,Hyrrokkin,Hyrrokkin,False,,18437000,0,0,0.333,151.4,{},,1.0,0.0,0.0,4.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
kari,Kari,Kari,False,,22118000,0,0,0.478,156.3,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
loge,Loge,Loge,False,,23065000,0,0,0.335,173.1,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",13/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
skoll,Skoll,Skoll,False,,17665000,0,0,0.464,161.2,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
surtur,Surtur,Surtur,False,,22707000,0,0,0.451,177.5,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
anthe,Anthé,Anthe,False,,197700,0,0,0.001,0.1,{},,1.0,0.0,0.0,1.0,{},"Carolyn C. Porco, l'équipe Cassini",30/05/2007,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
jarnsaxa,Jarnsaxa,Jarnsaxa,False,,18811000,0,0,0.216,163.3,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",05/01/2006,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
greip,Greip,Greip,False,,18206000,0,0,0.326,179.8,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",05/01/2006,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
tarqeq,Tarqeq,Tarqeq,False,,18009000,0,0,0.16,46.1,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",05/01/2006,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
egeon,Égéon,Aegaeon,False,,167500,0,0,0.0002,0.001,{},,1.0,0.0,0.0,0.5,{},Carolyn C. Porco,15/08/2008,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2004s7,S/2004 S 7,S/2004 S 7,False,,19800000,0,0,0.58,165.1,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2004s12,S/2004 S 12,S/2004 S 12,False,,19650000,0,0,0.401,164.0,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2004s13,S/2004 S 13,S/2004 S 13,False,,18450000,0,0,0.273,167.4,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",12/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2004s17,S/2004 S 17,S/2004 S 17,False,,18600000,0,0,0.259,166.6,{},,1.0,0.0,0.0,2.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",13/12/2004,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2006s1,S/2006 S 1,S/2006 S 1,False,,18981135,0,0,0.13,154.2,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",04/01/2006,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2006s3,S/2006 S 3,S/2006 S 3,False,,21132000,0,0,0.471,150.8,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",05/01/2006,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2007s2,S/2007 S 2,S/2007 S 2,False,,16560000,0,0,0.218,176.7,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",01/05/2007,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2007s3,S/2007 S 3,S/2007 S 3,False,,20518500,0,0,0.13,177.2,{},,1.0,0.0,0.0,3.0,{},"Scott S. Sheppard, David C. Jewitt, Jan Kleyna, Brian G. Marsden",01/05/2007,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
s2009s1,S/2009 S 1,S/2009 S 1,False,,117000,0,0,0.0,0.0,{},,1.0,0.0,0.0,0.3,{},Carolyn C. Porco,26/07/2009,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
ariel,Ariel,Ariel,False,,190900,190670,191130,0.0012,0.04,{},,1.59,0.0,0.0,581.1,{},William Lassell,24/10/1851,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
umbriel,Umbriel,Umbriel,False,,266000,265100,267500,0.0039,0.13,{},,1.46,0.0,0.0,584.7,{},William Lassell,24/10/1851,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
titania,Titania,Titania,False,,436300,435800,436800,0.0011,0.08,{},,1.66,0.0,0.0,788.9,{},William Herschel,11/01/1787,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
oberon,Obéron,Oberon,False,,583500,582702,584336,0.0014,0.07,{},,1.56,0.0,0.0,761.4,{},William Herschel,11/01/1787,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
miranda,Miranda,Miranda,False,,129900,129703,130041,0.0013,4.34,{},,1.2,0.0,0.0,240.0,{},Gerard Kuiper,16/02/1948,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
cordelia,Cordélia,Cordelia,False,,49800,0,0,0.0003,0.08,{},,1.0,0.0,0.0,20.0,{},Richard J. Terrile,20/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
ophelia,Ophélie,Ophelia,False,,53800,0,0,0.0099,0.1,{},,1.0,0.0,0.0,21.0,{},Richard J. Terrile,20/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
bianca,Bianca,Bianca,False,,59200,0,0,0.0009,0.19,{},,1.0,0.0,0.0,27.0,{},Bradford A. Smith,23/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
cressida,Cressida,Cressida,False,,61800,0,0,0.0004,0.01,{},,1.0,0.0,0.0,41.0,{},Stephen P. Synnott,09/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
desdemona,Desdémone,Desdemona,False,,62700,0,0,0.0001,0.11,{},,1.0,0.0,0.0,35.0,{},Stephen P. Synnott,13/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
juliet,Juliette,Juliet,False,,64400,0,0,0.0007,0.07,{},,1.0,0.0,0.0,53.0,{},Stephen P. Synnott,03/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
portia,Portia,Portia,False,,66100,0,0,0.0001,0.06,{},,1.0,0.0,0.0,70.0,{},Stephen P. Synnott,03/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
rosalind,Rosalinde,Rosalind,False,,69900,0,0,0.0001,0.28,{},,1.0,0.0,0.0,36.0,{},Stephen P. Synnott,13/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
belinda,Belinda,Belinda,False,,75300,0,0,0.0001,0.03,{},,1.0,0.0,0.0,45.0,{},Stephen P. Synnott,13/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
puck,Puck,Puck,False,,86000,0,0,0.0001,0.32,{},,1.0,0.0,0.0,81.0,{},Stephen P. Synnott,30/12/1985,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
caliban,Caliban,Caliban,False,,7231000,0,0,0.1812,141.53,{},,1.0,0.0,0.0,36.0,{},"Brett J. Gladman, Philip D. Nicholson, Joseph A. Burns, John J. Kavelaars",06/09/1997,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
sycorax,Sycorax,Sycorax,False,,12179000,0,0,0.5219,159.42,{},,1.0,0.0,0.0,75.0,{},"Philip D. Nicholson, Brett J. Gladman, Joseph A. Burns, John J. Kavelaars",06/09/1997,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
prospero,Prospero,Prospero,False,,16256000,0,0,0.4445,151.83,{},,1.0,0.0,0.0,25.0,{},"Matthew J. Holman, John J. Kavelaars, Brett J. Gladman, Jean-Marc Petit, Hans Scholl",18/07/1999,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
setebos,Setebos,Setebos,False,,17418000,0,0,0.5908,158.24,{},,1.0,0.0,0.0,24.0,{},"John J. Kavelaars, Brett J. Gladman, Matthew J. Holman, Jean-Marc Petit, Hans Scholl",18/07/1999,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
stephano,Stephano,Stephano,False,,8004000,0,0,0.2248,143.82,{},,1.0,0.0,0.0,16.0,{},"Brett J. Gladman, Matthew J. Holman, John J. Kavelaars, Jean-Marc Petit, Hans Scholl",18/07/1999,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
trinculo,Trinculo,Trinculo,False,,8504000,0,0,0.2194,166.93,{},,1.0,0.0,0.0,9.0,{},"Matthew J. Holman, John J. Kavelaars, Dan Milisavljevic",13/08/2001,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
francisco,Francisco,Francisco,False,,4276000,0,0,0.1324,147.25,{},,1.0,0.0,0.0,11.0,{},"Matthew J. Holman, John J. Kavelaars, Dan Milisavljevic, Brett J. Gladman",13/08/2001,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
margaret,Margaret,Margaret,False,,14345000,0,0,0.6772,57.37,{},,1.0,0.0,0.0,10.0,{},"Scott S. Sheppard, David C. Jewitt",29/08/2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
ferdinand,Ferdinand,Ferdinand,False,,20901000,0,0,0.3993,169.79,{},,1.0,0.0,0.0,10.0,{},"Matthew J. Holman, John J. Kavelaars, Dan Milisavljevic, Brett J. Gladman",13/08/2001,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
perdita,Perdita,Perdita,False,,76420,0,0,0.0116,0.47,{},,1.0,0.0,0.0,13.0,{},Erich Karkoschka,18/01/1986,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
mab,Mab,Mab,False,,97740,0,0,0.0025,0.13,{},,1.0,0.0,0.0,12.0,{},"Mark R. Showalter, Jack J. Lissauer",25/08/2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
cupid,Cupid,Cupid,False,,74390,0,0,0.0013,0.1,{},,1.0,0.0,0.0,9.0,{},"Mark R. Showalter, Jack J. Lissauer",25/08/2003,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
triton,Triton,Triton,False,,354760,354753,354765,2e-05,157.345,{},,2.05,0.78,0.0,1353.4,{},William Lassell,10/10/1846,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
nereide,Néreïde,Nereid,False,,5513400,1372000,9655000,0.7512,7.23,{},,1.0,0.071,0.0,170.0,{},Gerard Kuiper,01/05/1949,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
naiade,Naïade,Naiad,False,,48227,0,0,0.0003,4.74,{},,1.0,0.01,0.0,33.0,{},Richard J. Terrile,18/09/1989,0.0,0,0.0,0.0,0.0,Moon,0,0,0,0,0,0,0
